p_id,m_id,won,captain,team_id
35,66,0,0,35
213,66,0,0,35
78,66,0,0,35
159,66,1,0,32
199,66,1,0,32
200,66,1,0,32
128,66,1,1,32
74,66,1,0,32
201,66,1,0,32
50,66,1,0,32
10,66,1,0,32
203,66,1,0,32
233,66,1,0,32
236,66,1,0,32
215,67,0,0,36
216,67,0,0,36
31,67,0,1,36
87,67,0,0,36
7,67,0,0,36
82,67,0,0,36
162,67,0,0,36
94,67,0,0,36
152,67,0,0,36
24,67,0,0,36
53,67,0,0,36
195,67,1,0,31
194,67,1,0,31
196,67,1,0,31
197,67,1,0,31
5,67,1,0,31
113,67,1,1,31
145,67,1,0,31
177,67,1,0,31
36,67,1,0,31
198,67,1,0,31
93,67,1,0,31
83,68,0,0,37
138,68,0,0,37
8,68,0,1,37
73,68,0,0,37
49,68,0,0,37
40,68,0,0,37
63,68,0,0,37
27,68,0,0,37
52,68,0,0,37
13,68,0,0,37
105,68,0,0,37
28,68,1,0,41
227,68,1,0,41
3,68,1,1,41
121,68,1,0,41
148,68,1,0,41
228,68,1,0,41
62,68,1,0,41
229,68,1,0,41
38,68,1,0,41
230,68,1,0,41
55,68,1,0,41
71,69,0,0,42
231,69,0,0,42
85,69,0,1,42
173,69,0,0,42
60,69,0,0,42
9,69,0,0,42
22,69,0,0,42
54,69,0,0,42
11,69,0,0,42
12,69,0,0,42
167,69,0,0,42
29,69,1,1,40
18,69,1,0,40
19,69,1,0,40
59,69,1,0,40
32,69,1,0,40
6,69,1,0,40
135,69,1,0,40
23,69,1,0,40
41,69,1,0,40
225,69,1,0,40
226,69,1,0,40
195,70,1,0,31
194,70,1,0,31
196,70,1,0,31
197,70,1,0,31
5,70,1,0,31
113,70,1,1,31
145,70,1,0,31
177,70,1,0,31
36,70,1,0,31
198,70,1,0,31
93,70,1,0,31
2,70,0,1,34
184,70,0,0,34
1,70,0,0,34
208,70,0,0,34
61,70,0,0,34
110,70,0,0,34
235,70,0,0,34
81,70,0,0,34
91,70,0,0,34
26,70,0,0,34
234,70,0,0,34
215,71,0,0,36
216,71,0,0,36
31,71,0,1,36
87,71,0,0,36
7,71,0,0,36
82,71,0,0,36
94,71,0,0,36
162,71,0,0,36
24,71,0,0,36
53,71,0,0,36
134,71,0,0,36
159,71,1,0,32
199,71,1,0,32
200,71,1,0,32
128,71,1,1,32
74,71,1,0,32
201,71,1,0,32
50,71,1,0,32
10,71,1,0,32
92,71,1,0,32
203,71,1,0,32
233,71,1,0,32
210,72,0,0,35
30,72,0,0,35
211,72,0,0,35
237,72,0,0,35
139,72,0,1,35
212,72,0,0,35
64,72,0,0,35
188,72,0,0,35
35,72,0,0,35
213,72,0,0,35
78,72,0,0,35
180,72,1,0,33
204,72,1,0,33
95,72,1,0,33
46,72,1,1,33
98,72,1,0,33
205,72,1,0,33
140,72,1,0,33
89,72,1,0,33
206,72,1,0,33
39,72,1,0,33
80,72,1,0,33
29,73,0,1,40
18,73,0,0,40
19,73,0,0,40
32,73,0,0,40
59,73,0,0,40
6,73,0,0,40
23,73,0,0,40
126,73,0,0,40
135,73,0,0,40
41,73,0,0,40
225,73,0,0,40
83,73,1,0,37
138,73,1,0,37
73,73,1,0,37
8,73,1,1,37
40,73,1,0,37
49,73,1,0,37
63,73,1,0,37
27,73,1,0,37
52,73,1,0,37
13,73,1,0,37
105,73,1,0,37
43,74,0,0,39
88,74,0,0,39
84,74,0,0,39
86,74,0,1,39
109,74,0,0,39
48,74,0,0,39
112,74,0,0,39
163,74,0,0,39
223,74,0,0,39
14,74,0,0,39
106,74,0,0,39
157,74,1,0,38
238,74,1,0,38
45,74,1,1,38
219,74,1,0,38
33,74,1,0,38
34,74,1,0,38
220,74,1,0,38
125,74,1,0,38
117,74,1,0,38
221,74,1,0,38
131,74,1,0,38
239,75,0,0,33
180,75,0,0,33
95,75,0,0,33
46,75,0,1,33
205,75,0,0,33
98,75,0,0,33
140,75,0,0,33
89,75,0,0,33
206,75,0,0,33
80,75,0,0,33
132,75,0,0,33
194,75,1,0,31
195,75,1,0,31
196,75,1,0,31
197,75,1,0,31
5,75,1,0,31
113,75,1,1,31
145,75,1,0,31
177,75,1,0,31
36,75,1,0,31
198,75,1,0,31
93,75,1,0,31
216,76,0,0,36
147,76,0,0,36
31,76,0,1,36
87,76,0,0,36
162,76,0,0,36
82,76,0,0,36
94,76,0,0,36
24,76,0,0,36
53,76,0,0,36
134,76,0,0,36
99,76,0,0,36
210,76,1,0,35
30,76,1,0,35
211,76,1,0,35
237,76,1,0,35
139,76,1,1,35
212,76,1,0,35
188,76,1,0,35
35,76,1,0,35
78,76,1,0,35
214,76,1,0,35
64,76,1,0,35
2,77,1,1,34
1,77,1,0,34
184,77,1,0,34
61,77,1,0,34
208,77,1,0,34
110,77,1,0,34
81,77,1,0,34
91,77,1,0,34
26,77,1,0,34
234,77,1,0,34
166,77,1,0,34
159,77,0,0,32
199,77,0,0,32
74,77,0,0,32
128,77,0,1,32
200,77,0,0,32
201,77,0,0,32
50,77,0,0,32
10,77,0,0,32
92,77,0,0,32
203,77,0,0,32
233,77,0,0,32
28,78,1,0,41
227,78,1,0,41
3,78,1,1,41
121,78,1,0,41
228,78,1,0,41
148,78,1,0,41
62,78,1,0,41
229,78,1,0,41
38,78,1,0,41
230,78,1,0,41
178,78,1,0,41
159,78,0,0,32
199,78,0,0,32
200,78,0,0,32
74,78,0,0,32
128,78,0,1,32
201,78,0,0,32
50,78,0,0,32
233,78,0,0,32
10,78,0,0,32
92,78,0,0,32
203,78,0,0,32
29,79,1,1,40
18,79,1,0,40
19,79,1,0,40
6,79,1,0,40
32,79,1,0,40
59,79,1,0,40
126,79,1,0,40
135,79,1,0,40
23,79,1,0,40
41,79,1,0,40
225,79,1,0,40
194,79,0,0,31
195,79,0,0,31
196,79,0,0,31
197,79,0,0,31
113,79,0,1,31
5,79,0,0,31
145,79,0,0,31
177,79,0,0,31
36,79,0,0,31
198,79,0,0,31
93,79,0,0,31
29,80,1,1,40
18,80,1,0,40
32,80,1,0,40
6,80,1,0,40
19,80,1,0,40
59,80,1,0,40
135,80,1,0,40
23,80,1,0,40
41,80,1,0,40
226,80,1,0,40
126,80,1,0,40
28,80,0,0,41
227,80,0,0,41
3,80,0,1,41
121,80,0,0,41
228,80,0,0,41
148,80,0,0,41
62,80,0,0,41
178,80,0,0,41
229,80,0,0,41
230,80,0,0,41
38,80,0,0,41
2,81,1,0,1
1,81,1,0,1
3,81,1,1,1
4,81,1,0,1
173,81,1,0,1
9,81,1,0,1
6,81,1,0,1
126,81,1,0,1
10,81,1,0,1
12,81,1,0,1
13,81,1,0,1
96,81,0,1,8
100,81,0,0,8
97,81,0,0,8
99,81,0,0,8
98,81,0,0,8
101,81,0,0,8
254,81,0,0,8
103,81,0,0,8
105,81,0,0,8
108,81,0,0,8
106,81,0,0,8
57,82,0,0,5
56,82,0,0,5
60,82,0,0,5
59,82,0,0,5
139,82,0,1,5
61,82,0,0,5
62,82,0,0,5
123,82,0,0,5
64,82,0,0,5
188,82,0,0,5
250,82,0,0,5
43,82,1,0,4
180,82,1,0,4
45,82,1,1,4
205,82,1,0,4
231,82,1,0,4
48,82,1,0,4
50,82,1,0,4
220,82,1,0,4
54,82,1,0,4
55,82,1,0,4
52,82,1,0,4
83,83,1,0,7
88,83,1,0,7
222,83,1,0,7
84,83,1,0,7
87,83,1,0,7
86,83,1,1,7
162,83,1,0,7
91,83,1,0,7
225,83,1,0,7
92,83,1,0,7
93,83,1,0,7
216,83,0,0,2
18,83,0,1,2
16,83,0,0,2
19,83,0,0,2
201,83,0,0,2
23,83,0,0,2
241,83,0,0,2
22,83,0,0,2
27,83,0,0,2
230,83,0,0,2
26,83,0,0,2
28,84,1,1,3
29,84,1,0,3
31,84,1,0,3
195,84,1,0,3
32,84,1,0,3
33,84,1,0,3
226,84,1,0,3
35,84,1,0,3
36,84,1,0,3
39,84,1,0,3
198,84,1,0,3
71,84,0,0,6
72,84,0,0,6
73,84,0,1,6
128,84,0,0,6
82,84,0,0,6
74,84,0,0,6
81,84,0,0,6
251,84,0,0,6
78,84,0,0,6
229,84,0,0,6
80,84,0,0,6
1,85,1,0,1
2,85,1,0,1
3,85,1,1,1
4,85,1,0,1
173,85,1,0,1
6,85,1,0,1
9,85,1,0,1
126,85,1,0,1
10,85,1,0,1
12,85,1,0,1
13,85,1,0,1
58,85,0,0,5
56,85,0,0,5
60,85,0,0,5
59,85,0,0,5
139,85,0,1,5
62,85,0,0,5
61,85,0,0,5
123,85,0,0,5
188,85,0,0,5
65,85,0,0,5
234,85,0,0,5
83,86,0,0,7
88,86,0,0,7
222,86,0,0,7
84,86,0,0,7
87,86,0,0,7
86,86,0,1,7
162,86,0,0,7
91,86,0,0,7
92,86,0,0,7
93,86,0,0,7
89,86,0,0,7
43,86,1,0,4
205,86,1,0,4
45,86,1,1,4
46,86,1,0,4
231,86,1,0,4
48,86,1,0,4
50,86,1,0,4
220,86,1,0,4
54,86,1,0,4
55,86,1,0,4
52,86,1,0,4
96,87,1,1,8
100,87,1,0,8
97,87,1,0,8
98,87,1,0,8
99,87,1,0,8
101,87,1,0,8
254,87,1,0,8
105,87,1,0,8
108,87,1,0,8
106,87,1,0,8
258,87,1,0,8
28,87,0,1,3
29,87,0,0,3
31,87,0,0,3
32,87,0,0,3
33,87,0,0,3
195,87,0,0,3
35,87,0,0,3
36,87,0,0,3
39,87,0,0,3
226,87,0,0,3
203,87,0,0,3
216,88,1,0,2
18,88,1,1,2
16,88,1,0,2
19,88,1,0,2
201,88,1,0,2
23,88,1,0,2
241,88,1,0,2
22,88,1,0,2
27,88,1,0,2
26,88,1,0,2
25,88,1,0,2
71,88,0,0,6
72,88,0,0,6
73,88,0,1,6
128,88,0,0,6
82,88,0,0,6
74,88,0,0,6
81,88,0,0,6
251,88,0,0,6
78,88,0,0,6
229,88,0,0,6
80,88,0,0,6
58,89,1,0,5
56,89,1,0,5
60,89,1,0,5
59,89,1,0,5
139,89,1,1,5
61,89,1,0,5
62,89,1,0,5
188,89,1,0,5
65,89,1,0,5
234,89,1,0,5
63,89,1,0,5
28,89,0,1,3
29,89,0,0,3
31,89,0,0,3
195,89,0,0,3
32,89,0,0,3
199,89,0,0,3
33,89,0,0,3
233,89,0,0,3
35,89,0,0,3
39,89,0,0,3
198,89,0,0,3
2,90,1,0,1
172,90,1,0,1
3,90,1,1,1
4,90,1,0,1
173,90,1,0,1
6,90,1,0,1
9,90,1,0,1
126,90,1,0,1
10,90,1,0,1
12,90,1,0,1
13,90,1,0,1
216,90,0,0,2
18,90,0,1,2
16,90,0,0,2
19,90,0,0,2
201,90,0,0,2
23,90,0,0,2
241,90,0,0,2
22,90,0,0,2
27,90,0,0,2
25,90,0,0,2
26,90,0,0,2
71,91,0,0,6
72,91,0,0,6
73,91,0,1,6
74,91,0,0,6
128,91,0,0,6
82,91,0,0,6
81,91,0,0,6
78,91,0,0,6
229,91,0,0,6
79,91,0,0,6
80,91,0,0,6
43,91,1,0,4
205,91,1,0,4
45,91,1,1,4
46,91,1,0,4
231,91,1,0,4
48,91,1,0,4
50,91,1,0,4
220,91,1,0,4
54,91,1,0,4
55,91,1,0,4
52,91,1,0,4
96,92,0,1,8
100,92,0,0,8
97,92,0,0,8
99,92,0,0,8
98,92,0,0,8
101,92,0,0,8
254,92,0,0,8
105,92,0,0,8
108,92,0,0,8
106,92,0,0,8
257,92,0,0,8
83,92,1,0,7
88,92,1,0,7
222,92,1,0,7
84,92,1,0,7
87,92,1,0,7
86,92,1,1,7
162,92,1,0,7
91,92,1,0,7
92,92,1,0,7
89,92,1,0,7
94,92,1,0,7
57,93,1,0,5
58,93,1,0,5
60,93,1,0,5
59,93,1,0,5
139,93,1,1,5
61,93,1,0,5
62,93,1,0,5
123,93,1,0,5
188,93,1,0,5
65,93,1,0,5
234,93,1,0,5
71,93,0,0,6
72,93,0,0,6
73,93,0,1,6
128,93,0,0,6
74,93,0,0,6
82,93,0,0,6
81,93,0,0,6
78,93,0,0,6
229,93,0,0,6
79,93,0,0,6
236,93,0,0,6
172,94,1,0,1
2,94,1,0,1
3,94,1,1,1
4,94,1,0,1
173,94,1,0,1
6,94,1,0,1
9,94,1,0,1
126,94,1,0,1
10,94,1,0,1
12,94,1,0,1
13,94,1,0,1
43,94,0,0,4
205,94,0,0,4
45,94,0,1,4
46,94,0,0,4
231,94,0,0,4
48,94,0,0,4
50,94,0,0,4
220,94,0,0,4
54,94,0,0,4
55,94,0,0,4
52,94,0,0,4
88,95,0,0,7
83,95,0,0,7
222,95,0,0,7
84,95,0,0,7
86,95,0,1,7
87,95,0,0,7
162,95,0,0,7
225,95,0,0,7
91,95,0,0,7
93,95,0,0,7
92,95,0,0,7
28,95,1,1,3
29,95,1,0,3
31,95,1,0,3
195,95,1,0,3
32,95,1,0,3
33,95,1,0,3
35,95,1,0,3
36,95,1,0,3
226,95,1,0,3
203,95,1,0,3
233,95,1,0,3
216,96,1,0,2
18,96,1,1,2
16,96,1,0,2
19,96,1,0,2
27,96,1,0,2
201,96,1,0,2
23,96,1,0,2
22,96,1,0,2
241,96,1,0,2
26,96,1,0,2
25,96,1,0,2
96,96,0,1,8
100,96,0,0,8
97,96,0,0,8
98,96,0,0,8
99,96,0,0,8
101,96,0,0,8
254,96,0,0,8
105,96,0,0,8
108,96,0,0,8
106,96,0,0,8
257,96,0,0,8
71,97,0,0,6
72,97,0,0,6
74,97,0,0,6
128,97,0,1,6
82,97,0,0,6
81,97,0,0,6
251,97,0,0,6
78,97,0,0,6
79,97,0,0,6
236,97,0,0,6
76,97,0,0,6
88,97,1,0,7
227,97,1,0,7
87,97,1,0,7
84,97,1,0,7
86,97,1,1,7
162,97,1,0,7
91,97,1,0,7
225,97,1,0,7
92,97,1,0,7
93,97,1,0,7
253,97,1,0,7
43,98,0,0,4
245,98,0,0,4
45,98,0,1,4
46,98,0,0,4
231,98,0,0,4
48,98,0,0,4
50,98,0,0,4
220,98,0,0,4
54,98,0,0,4
55,98,0,0,4
52,98,0,0,4
216,98,1,0,2
18,98,1,1,2
16,98,1,0,2
19,98,1,0,2
201,98,1,0,2
23,98,1,0,2
22,98,1,0,2
241,98,1,0,2
27,98,1,0,2
230,98,1,0,2
25,98,1,0,2
1,99,1,0,1
172,99,1,0,1
3,99,1,1,1
4,99,1,0,1
173,99,1,0,1
6,99,1,0,1
9,99,1,0,1
126,99,1,0,1
10,99,1,0,1
12,99,1,0,1
13,99,1,0,1
29,99,0,0,3
28,99,0,1,3
31,99,0,0,3
195,99,0,0,3
32,99,0,0,3
33,99,0,0,3
233,99,0,0,3
35,99,0,0,3
36,99,0,0,3
226,99,0,0,3
203,99,0,0,3
96,100,0,1,8
100,100,0,0,8
97,100,0,0,8
98,100,0,0,8
99,100,0,0,8
101,100,0,0,8
105,100,0,0,8
108,100,0,0,8
106,100,0,0,8
258,100,0,0,8
257,100,0,0,8
57,100,1,0,5
56,100,1,0,5
60,100,1,0,5
59,100,1,0,5
139,100,1,1,5
61,100,1,0,5
62,100,1,0,5
188,100,1,0,5
250,100,1,0,5
65,100,1,0,5
234,100,1,0,5
88,101,0,0,7
227,101,0,0,7
87,101,0,0,7
84,101,0,0,7
86,101,0,1,7
94,101,0,0,7
162,101,0,0,7
91,101,0,0,7
225,101,0,0,7
92,101,0,0,7
253,101,0,0,7
1,101,1,0,1
172,101,1,0,1
3,101,1,1,1
4,101,1,0,1
6,101,1,0,1
173,101,1,0,1
9,101,1,0,1
126,101,1,0,1
10,101,1,0,1
12,101,1,0,1
13,101,1,0,1
57,102,1,0,5
56,102,1,0,5
60,102,1,0,5
59,102,1,0,5
139,102,1,1,5
61,102,1,0,5
62,102,1,0,5
188,102,1,0,5
250,102,1,0,5
65,102,1,0,5
234,102,1,0,5
18,102,0,1,2
216,102,0,0,2
16,102,0,0,2
19,102,0,0,2
201,102,0,0,2
21,102,0,0,2
23,102,0,0,2
241,102,0,0,2
27,102,0,0,2
25,102,0,0,2
26,102,0,0,2
28,103,0,1,3
29,103,0,0,3
31,103,0,0,3
195,103,0,0,3
32,103,0,0,3
33,103,0,0,3
36,103,0,0,3
35,103,0,0,3
39,103,0,0,3
226,103,0,0,3
203,103,0,0,3
43,103,1,0,4
245,103,1,0,4
45,103,1,1,4
46,103,1,0,4
231,103,1,0,4
48,103,1,0,4
50,103,1,0,4
220,103,1,0,4
54,103,1,0,4
55,103,1,0,4
52,103,1,0,4
71,104,1,0,6
72,104,1,0,6
74,104,1,0,6
237,104,1,0,6
128,104,1,1,6
252,104,1,0,6
81,104,1,0,6
251,104,1,0,6
76,104,1,0,6
229,104,1,0,6
80,104,1,0,6
2,104,0,1,1
172,104,0,0,1
1,104,0,0,1
137,104,0,0,1
148,104,0,0,1
6,104,0,0,1
135,104,0,0,1
141,104,0,0,1
12,104,0,0,1
14,104,0,0,1
214,104,0,0,1
18,105,1,1,2
216,105,1,0,2
16,105,1,0,2
19,105,1,0,2
201,105,1,0,2
23,105,1,0,2
241,105,1,0,2
27,105,1,0,2
230,105,1,0,2
26,105,1,0,2
25,105,1,0,2
29,105,0,0,3
184,105,0,0,3
31,105,0,0,3
195,105,0,1,3
32,105,0,0,3
33,105,0,0,3
199,105,0,0,3
35,105,0,0,3
39,105,0,0,3
198,105,0,0,3
203,105,0,0,3
96,106,0,1,8
100,106,0,0,8
97,106,0,0,8
98,106,0,0,8
99,106,0,0,8
101,106,0,0,8
105,106,0,0,8
108,106,0,0,8
106,106,0,0,8
257,106,0,0,8
260,106,0,0,8
43,106,1,0,4
245,106,1,0,4
45,106,1,1,4
46,106,1,0,4
231,106,1,0,4
48,106,1,0,4
50,106,1,0,4
220,106,1,0,4
54,106,1,0,4
53,106,1,0,4
52,106,1,0,4
57,107,0,0,5
56,107,0,0,5
60,107,0,0,5
59,107,0,0,5
139,107,0,1,5
61,107,0,0,5
62,107,0,0,5
64,107,0,0,5
188,107,0,0,5
250,107,0,0,5
65,107,0,0,5
88,107,1,0,7
227,107,1,0,7
87,107,1,0,7
84,107,1,0,7
86,107,1,1,7
253,107,1,0,7
94,107,1,0,7
89,107,1,0,7
225,107,1,0,7
92,107,1,0,7
93,107,1,0,7
43,108,0,0,4
245,108,0,0,4
45,108,0,1,4
46,108,0,0,4
231,108,0,0,4
48,108,0,0,4
50,108,0,0,4
220,108,0,0,4
54,108,0,0,4
55,108,0,0,4
52,108,0,0,4
1,108,1,0,1
172,108,1,0,1
3,108,1,1,1
4,108,1,0,1
173,108,1,0,1
6,108,1,0,1
9,108,1,0,1
126,108,1,0,1
10,108,1,0,1
12,108,1,0,1
13,108,1,0,1
204,109,1,0,5
56,109,1,0,5
60,109,1,0,5
59,109,1,0,5
139,109,1,1,5
61,109,1,0,5
62,109,1,0,5
64,109,1,0,5
188,109,1,0,5
250,109,1,0,5
65,109,1,0,5
88,109,0,0,7
227,109,0,0,7
87,109,0,0,7
84,109,0,0,7
86,109,0,1,7
253,109,0,0,7
94,109,0,0,7
225,109,0,0,7
91,109,0,0,7
93,109,0,0,7
92,109,0,0,7
204,110,0,0,5
56,110,0,0,5
60,110,0,0,5
59,110,0,0,5
61,110,0,0,5
139,110,0,1,5
62,110,0,0,5
64,110,0,0,5
123,110,0,0,5
188,110,0,0,5
250,110,0,0,5
43,110,1,0,4
245,110,1,0,4
45,110,1,1,4
46,110,1,0,4
231,110,1,0,4
48,110,1,0,4
50,110,1,0,4
220,110,1,0,4
54,110,1,0,4
52,110,1,0,4
49,110,1,0,4
2,111,0,0,1
172,111,0,0,1
3,111,0,1,1
4,111,0,0,1
173,111,0,0,1
6,111,0,0,1
9,111,0,0,1
126,111,0,0,1
10,111,0,0,1
12,111,0,0,1
13,111,0,0,1
43,111,1,0,4
245,111,1,0,4
45,111,1,1,4
46,111,1,0,4
231,111,1,0,4
48,111,1,0,4
50,111,1,0,4
220,111,1,0,4
54,111,1,0,4
55,111,1,0,4
52,111,1,0,4
262,112,0,0,10
263,112,0,0,10
228,112,0,0,10
264,112,0,0,10
265,112,0,1,10
266,112,0,0,10
267,112,0,0,10
268,112,0,0,10
269,112,0,0,10
270,112,0,0,10
271,112,0,0,10
28,112,1,1,3
29,112,1,0,3
261,112,1,0,3
31,112,1,0,3
32,112,1,0,3
195,112,1,0,3
71,113,1,0,6
237,113,1,1,6
197,113,1,0,6
72,113,1,0,6
272,113,1,0,6
82,113,1,0,6
273,113,0,0,8
100,113,0,0,8
97,113,0,0,8
98,113,0,1,8
105,113,0,0,8
256,113,0,0,8
274,113,0,0,8
102,113,0,0,8
276,114,0,0,4
245,114,0,0,4
45,114,0,1,4
246,114,0,0,4
231,114,0,0,4
48,114,0,0,4
50,114,0,0,4
54,114,0,0,4
55,114,0,0,4
52,114,0,0,4
53,114,0,0,4
216,114,1,0,2
18,114,1,1,2
277,114,1,0,2
278,114,1,0,2
243,114,1,0,2
23,114,1,0,2
279,114,1,0,2
280,114,1,0,2
230,114,1,0,2
26,114,1,0,2
281,114,1,0,2
283,115,0,0,5
284,115,0,0,5
57,115,0,0,5
59,115,0,1,5
62,115,0,0,5
60,115,0,0,5
285,115,0,0,5
286,115,0,0,5
234,115,0,0,5
249,115,0,0,5
146,115,0,0,5
88,115,1,1,7
194,115,1,0,7
222,115,1,0,7
87,115,1,0,7
287,115,1,0,7
157,115,1,0,7
94,115,1,0,7
162,115,1,0,7
89,115,1,0,7
93,115,1,0,7
92,115,1,0,7
71,116,0,0,6
237,116,0,1,6
197,116,0,0,6
72,116,0,0,6
272,116,0,0,6
82,116,0,0,6
282,116,0,0,6
296,116,0,0,6
78,116,0,0,6
229,116,0,0,6
236,116,0,0,6
1,116,1,0,1
2,116,1,1,1
3,116,1,0,1
137,116,1,0,1
6,116,1,0,1
10,116,1,0,1
14,116,1,0,1
7,116,1,0,1
177,116,1,0,1
163,116,1,0,1
169,116,1,0,1
216,117,0,0,2
18,117,0,1,2
277,117,0,0,2
278,117,0,0,2
279,117,0,0,2
243,117,0,0,2
23,117,0,0,2
280,117,0,0,2
26,117,0,0,2
281,117,0,0,2
230,117,0,0,2
288,117,1,0,9
289,117,1,0,9
290,117,1,0,9
291,117,1,0,9
292,117,1,0,9
293,117,1,0,9
113,117,1,1,9
112,117,1,0,9
164,117,1,0,9
294,117,1,0,9
295,117,1,0,9
273,118,0,0,8
100,118,0,0,8
97,118,0,0,8
98,118,0,1,8
256,118,0,0,8
105,118,0,0,8
274,118,0,0,8
102,118,0,0,8
257,118,0,0,8
106,118,0,0,8
258,118,0,0,8
28,118,1,1,3
29,118,1,0,3
261,118,1,0,3
31,118,1,0,3
32,118,1,0,3
195,118,1,0,3
33,118,1,0,3
35,118,1,0,3
36,118,1,0,3
39,118,1,0,3
198,118,1,0,3
284,119,0,0,5
283,119,0,0,5
57,119,0,0,5
285,119,0,0,5
59,119,0,1,5
60,119,0,0,5
62,119,0,0,5
234,119,0,0,5
286,119,0,0,5
249,119,0,0,5
146,119,0,0,5
276,119,1,0,4
245,119,1,0,4
45,119,1,1,4
231,119,1,0,4
246,119,1,0,4
48,119,1,0,4
50,119,1,0,4
54,119,1,0,4
55,119,1,0,4
52,119,1,0,4
53,119,1,0,4
1,120,0,0,1
2,120,0,1,1
3,120,0,0,1
137,120,0,0,1
6,120,0,0,1
10,120,0,0,1
14,120,0,0,1
7,120,0,0,1
177,120,0,0,1
163,120,0,0,1
169,120,0,0,1
28,120,1,1,3
29,120,1,0,3
261,120,1,0,3
31,120,1,0,3
32,120,1,0,3
195,120,1,0,3
33,120,1,0,3
35,120,1,0,3
36,120,1,0,3
39,120,1,0,3
198,120,1,0,3
288,121,1,0,9
289,121,1,0,9
290,121,1,0,9
291,121,1,0,9
293,121,1,0,9
292,121,1,0,9
112,121,1,0,9
113,121,1,1,9
164,121,1,0,9
294,121,1,0,9
295,121,1,0,9
284,121,0,0,5
57,121,0,0,5
283,121,0,0,5
59,121,0,1,5
62,121,0,0,5
60,121,0,0,5
285,121,0,0,5
286,121,0,0,5
234,121,0,0,5
146,121,0,0,5
249,121,0,0,5
88,122,1,1,7
194,122,1,0,7
222,122,1,0,7
87,122,1,0,7
157,122,1,0,7
94,122,1,0,7
287,122,1,0,7
162,122,1,0,7
92,122,1,0,7
93,122,1,0,7
89,122,1,0,7
276,122,0,0,4
245,122,0,0,4
45,122,0,1,4
231,122,0,0,4
246,122,0,0,4
48,122,0,0,4
50,122,0,0,4
54,122,0,0,4
55,122,0,0,4
52,122,0,0,4
53,122,0,0,4
273,123,0,0,8
100,123,0,0,8
97,123,0,0,8
98,123,0,1,8
256,123,0,0,8
274,123,0,0,8
105,123,0,0,8
102,123,0,0,8
257,123,0,0,8
258,123,0,0,8
106,123,0,0,8
262,123,1,0,10
263,123,1,0,10
228,123,1,0,10
239,123,1,0,10
264,123,1,0,10
265,123,1,1,10
267,123,1,0,10
268,123,1,0,10
269,123,1,0,10
270,123,1,0,10
271,123,1,0,10
88,124,1,1,7
194,124,1,0,7
222,124,1,0,7
87,124,1,0,7
287,124,1,0,7
94,124,1,0,7
157,124,1,0,7
162,124,1,0,7
225,124,1,0,7
92,124,1,0,7
93,124,1,0,7
288,124,0,0,9
289,124,0,0,9
290,124,0,0,9
291,124,0,0,9
292,124,0,0,9
293,124,0,0,9
112,124,0,0,9
113,124,0,1,9
164,124,0,0,9
294,124,0,0,9
295,124,0,0,9
71,125,0,0,6
237,125,0,1,6
197,125,0,0,6
72,125,0,0,6
82,125,0,0,6
272,125,0,0,6
282,125,0,0,6
78,125,0,0,6
229,125,0,0,6
79,125,0,0,6
236,125,0,0,6
262,125,1,0,10
263,125,1,0,10
228,125,1,0,10
239,125,1,0,10
264,125,1,0,10
265,125,1,1,10
267,125,1,0,10
268,125,1,0,10
269,125,1,0,10
270,125,1,0,10
271,125,1,0,10
1,126,1,0,1
2,126,1,1,1
3,126,1,0,1
137,126,1,0,1
6,126,1,0,1
110,126,1,0,1
10,126,1,0,1
14,126,1,0,1
7,126,1,0,1
163,126,1,0,1
169,126,1,0,1
100,126,0,0,8
273,126,0,0,8
98,126,0,1,8
256,126,0,0,8
105,126,0,0,8
274,126,0,0,8
102,126,0,0,8
257,126,0,0,8
275,126,0,0,8
106,126,0,0,8
258,126,0,0,8
216,127,0,0,2
18,127,0,1,2
317,127,0,0,2
277,127,0,0,2
278,127,0,0,2
23,127,0,0,2
279,127,0,0,2
243,127,0,0,2
281,127,0,0,2
230,127,0,0,2
26,127,0,0,2
284,127,1,0,5
204,127,1,0,5
57,127,1,0,5
59,127,1,1,5
60,127,1,0,5
283,127,1,0,5
285,127,1,0,5
62,127,1,0,5
234,127,1,0,5
249,127,1,0,5
146,127,1,0,5
28,128,1,1,3
29,128,1,0,3
261,128,1,0,3
31,128,1,0,3
32,128,1,0,3
33,128,1,0,3
195,128,1,0,3
35,128,1,0,3
36,128,1,0,3
39,128,1,0,3
198,128,1,0,3
71,128,0,0,6
237,128,0,1,6
197,128,0,0,6
72,128,0,0,6
252,128,0,0,6
272,128,0,0,6
296,128,0,0,6
304,128,0,0,6
78,128,0,0,6
229,128,0,0,6
79,128,0,0,6
262,129,1,0,10
263,129,1,0,10
228,129,1,0,10
239,129,1,0,10
264,129,1,0,10
268,129,1,0,10
265,129,1,1,10
267,129,1,0,10
269,129,1,0,10
270,129,1,0,10
271,129,1,0,10
1,129,0,0,1
2,129,0,1,1
3,129,0,0,1
137,129,0,0,1
177,129,0,0,1
6,129,0,0,1
7,129,0,0,1
163,129,0,0,1
10,129,0,0,1
14,129,0,0,1
169,129,0,0,1
288,130,0,0,9
289,130,0,0,9
290,130,0,0,9
291,130,0,0,9
292,130,0,0,9
293,130,0,0,9
113,130,0,1,9
112,130,0,0,9
164,130,0,0,9
294,130,0,0,9
295,130,0,0,9
