bowler,overs,maidens,runs,wickets,er,sr,avg,wides,noballs,team_id,dots,c1,c2,c3,c4,c6,inn_id,m_id,t_id
9,2,0,20,1,10,12,20,0,0,42,5,4,0,0,1,2,116,58,3
54,4,0,27,0,6.75,-1,-1,0,0,42,8,13,0,0,2,1,116,58,3
11,3,0,25,1,8.33,18,25,1,0,42,3,12,0,0,3,0,116,58,3
35,4,0,28,2,7,12,14,0,0,35,9,12,0,0,1,2,117,59,3
188,3,0,34,0,11.33,-1,-1,0,0,35,4,10,0,0,0,4,117,59,3
78,3,0,49,0,16.33,-1,-1,0,0,35,4,5,2,0,1,6,117,59,3
139,2,0,19,0,9.5,-1,-1,1,0,35,1,8,1,0,2,0,117,59,3
213,4,0,31,0,7.75,-1,-1,0,0,35,7,13,0,0,3,1,117,59,3
64,1,0,13,0,13,-1,-1,0,0,35,1,3,0,0,1,1,117,59,3
214,3,0,41,0,13.67,-1,-1,0,0,35,2,9,0,0,5,2,117,59,3
113,4,0,28,4,7,6,7,0,0,31,9,10,2,0,2,1,118,59,3
93,4,0,24,1,6,24,24,0,1,31,12,9,2,0,1,1,118,59,3
36,4,1,15,3,3.75,8,5,0,0,31,15,7,0,0,2,0,118,59,3
145,2,0,13,0,6.5,-1,-1,0,0,31,6,3,1,0,2,0,118,59,3
198,4,0,37,2,9.25,12,18.5,0,2,31,11,9,0,0,5,1,118,59,3
50,2,0,18,1,9,12,18,0,0,32,5,4,0,0,2,1,119,60,3
203,4,0,32,0,8,-1,-1,0,0,32,9,10,0,0,4,1,119,60,3
233,4,0,32,2,8,12,16,0,0,32,11,8,0,0,3,2,119,60,3
199,3,0,27,1,9,18,27,0,0,32,6,7,0,0,5,0,119,60,3
10,4,0,45,2,11.25,12,22.5,0,0,32,10,7,0,0,2,5,119,60,3
92,3,0,29,0,9.67,-1,-1,0,0,32,5,9,0,0,2,2,119,60,3
140,3,0,29,2,9.67,9,14.5,0,0,33,10,3,0,0,2,3,120,60,3
89,4,0,31,1,7.75,24,31,0,0,33,13,5,0,0,5,1,120,60,3
206,3.4,0,34,0,9.27,-1,-1,0,0,33,9,8,0,0,2,3,120,60,3
98,1,0,16,0,16,-1,-1,0,0,33,1,2,0,0,2,1,120,60,3
164,4,0,36,2,9,12,18,0,0,33,9,10,0,0,2,3,120,60,3
39,4,0,43,1,10.75,24,43,0,0,33,3,15,0,0,4,2,120,60,3
162,4,0,31,1,7.75,24,31,0,0,36,11,7,0,0,6,0,121,61,3
152,3,0,32,0,10.67,-1,-1,0,1,36,5,9,1,0,2,2,121,61,3
53,4,0,33,0,8.25,-1,-1,0,0,36,5,15,0,0,3,1,121,61,3
87,3,0,24,1,8,18,24,0,0,36,8,6,1,0,1,2,121,61,3
94,3,0,27,1,9,18,27,1,0,36,5,10,0,0,1,2,121,61,3
134,3,0,31,1,10.33,18,31,0,0,36,7,7,0,0,0,4,121,61,3
81,2,0,24,0,12,-1,-1,0,0,34,4,4,0,0,2,2,122,61,3
91,4,0,36,2,9,12,18,0,0,34,14,4,0,0,2,4,122,61,3
25,3,0,39,0,13,-1,-1,0,0,34,6,5,0,0,4,3,122,61,3
61,1,0,13,0,13,-1,-1,0,0,34,1,3,0,0,1,1,122,61,3
234,3,0,46,1,15.33,18,46,0,0,34,7,2,0,0,5,4,122,61,3
235,2.1,0,25,1,11.54,13,25,0,0,34,6,3,0,0,1,3,122,61,3
223,4,0,36,1,9,24,36,0,0,39,8,10,1,0,3,2,123,62,3
48,4,0,32,0,8,-1,-1,0,0,39,4,16,0,0,4,0,123,62,3
112,4,0,32,0,8,-1,-1,1,0,39,5,15,0,0,4,0,123,62,3
14,4,1,30,1,7.5,24,30,0,0,39,13,6,0,0,3,2,123,62,3
163,4,0,26,1,6.5,24,26,0,0,39,11,8,1,0,4,0,123,62,3
49,1,0,10,0,10,-1,-1,0,0,37,2,2,0,0,2,0,124,62,3
105,4,0,18,3,4.5,8,6,0,0,37,9,14,0,0,1,0,124,62,3
52,4,0,24,1,6,24,24,0,0,37,11,9,1,1,1,1,124,62,3
27,3,0,28,1,9.33,18,28,0,0,37,6,8,0,0,2,2,124,62,3
13,4,0,32,1,8,24,32,0,0,37,3,18,0,0,2,1,124,62,3
63,4,0,36,2,9,12,18,0,0,37,8,10,1,0,3,2,124,62,3
126,3,0,27,0,9,-1,-1,0,0,40,6,7,0,0,2,2,125,63,3
41,3,0,22,1,7.33,18,22,0,0,40,8,6,0,0,4,0,125,63,3
32,2,0,12,1,6,12,12,0,0,40,5,6,0,0,0,1,125,63,3
135,4,0,23,2,5.75,12,11.5,0,0,40,12,9,0,0,2,1,125,63,3
23,4,0,29,1,7.25,24,29,0,0,40,7,13,0,0,4,0,125,63,3
225,4,0,34,2,8.5,12,17,0,0,40,10,8,1,0,3,2,125,63,3
65,3,0,22,0,7.33,-1,-1,0,0,38,9,6,0,0,1,2,126,63,3
141,3,0,27,0,9,-1,-1,0,0,38,2,13,0,0,2,1,126,63,3
33,2.1,0,15,2,6.92,6.5,7.5,0,0,38,6,5,0,0,1,1,126,63,3
125,3,0,30,0,10,-1,-1,0,0,38,8,6,0,0,0,4,126,63,3
220,4,0,30,2,7.5,12,15,0,0,38,10,10,0,0,2,2,126,63,3
221,2,0,27,0,13.5,-1,-1,0,0,38,4,3,0,0,3,2,126,63,3
234,4,0,39,2,9.75,12,19.5,0,0,34,7,11,0,0,4,2,127,64,3
235,2,0,13,0,6.5,-1,-1,0,0,34,4,7,0,0,0,1,127,64,3
81,2,0,30,0,15,-1,-1,1,0,34,2,5,0,0,3,2,127,64,3
26,4,1,11,2,2.75,12,5.5,0,0,34,16,7,0,0,1,0,127,64,3
91,4,0,20,0,5,-1,-1,0,0,34,9,14,0,0,0,1,127,64,3
61,4,0,17,2,4.25,12,8.5,0,0,34,11,11,1,0,1,0,127,64,3
140,3,0,33,0,11,-1,-1,0,0,33,2,11,1,0,2,2,128,64,3
206,2,0,15,0,7.5,-1,-1,0,0,33,3,7,0,0,2,0,128,64,3
79,2,0,18,0,9,-1,-1,0,0,33,4,6,0,0,0,2,128,64,3
89,3,0,22,0,7.33,-1,-1,0,0,33,4,12,0,0,1,1,128,64,3
80,2.4,0,27,1,10.12,16,27,0,0,33,2,11,0,0,1,2,128,64,3
98,1,0,16,0,16,-1,-1,0,0,33,1,2,0,0,2,1,128,64,3
38,4,0,36,1,9,24,36,0,0,41,6,14,0,0,1,3,129,65,3
230,4,0,33,2,8.25,12,16.5,0,0,41,8,11,1,0,2,2,129,65,3
130,4,0,42,0,10.5,-1,-1,0,0,41,7,10,1,0,3,3,129,65,3
229,4,0,24,1,6,24,24,0,0,41,12,8,1,0,2,1,129,65,3
62,4,0,21,2,5.25,12,10.5,0,0,41,10,11,1,0,2,0,129,65,3
11,3,0,25,1,8.33,18,25,0,0,42,2,13,0,0,3,0,130,65,3
12,3,0,33,1,11,18,33,0,0,42,7,5,0,0,4,2,130,65,3
9,2,0,22,0,11,-1,-1,0,0,42,3,6,0,0,1,2,130,65,3
22,2,0,20,0,10,-1,-1,0,0,42,5,4,0,0,1,2,130,65,3
167,2.4,0,25,0,9.38,-1,-1,0,0,42,3,9,0,0,4,0,130,65,3
54,4,0,32,2,8,12,16,0,0,42,13,6,0,0,2,3,130,65,3
203,4,0,35,2,8.75,12,17.5,0,0,32,8,9,0,0,5,1,131,66,3
199,2,0,16,0,8,-1,-1,0,0,32,1,10,0,0,0,1,131,66,3
233,4,0,37,2,9.25,12,18.5,0,0,32,10,9,0,0,1,4,131,66,3
10,4,0,38,1,9.5,24,38,0,0,32,11,6,1,0,3,3,131,66,3
236,2,0,22,0,11,-1,-1,2,1,32,3,7,0,0,3,0,131,66,3
50,4,0,42,1,10.5,24,42,0,0,32,7,10,0,0,5,2,131,66,3
183,2,0,32,0,16,-1,-1,0,0,35,2,4,1,0,2,3,132,66,3
78,3.5,0,35,1,9.13,23,35,0,0,35,9,9,0,0,2,3,132,66,3
188,4,0,32,2,8,12,16,0,0,35,8,12,0,0,2,2,132,66,3
213,4,0,28,1,7,24,28,0,0,35,9,12,0,0,1,2,132,66,3
35,3,0,41,0,13.67,-1,-1,0,0,35,7,5,0,0,0,6,132,66,3
212,2,0,24,0,12,-1,-1,0,0,35,4,4,0,0,2,2,132,66,3
177,4,0,52,0,13,-1,-1,1,0,31,3,13,0,0,5,3,133,67,3
36,4,0,29,3,7.25,8,9.67,0,0,31,11,9,0,0,2,2,133,67,3
93,4,0,18,2,4.5,12,9,0,0,31,12,10,0,0,2,0,133,67,3
113,3,0,34,0,11.33,-1,-1,0,0,31,3,10,0,0,3,2,133,67,3
198,4,0,26,0,6.5,-1,-1,0,0,31,9,12,0,0,2,1,133,67,3
145,1,0,9,0,9,-1,-1,0,0,31,0,5,0,0,1,0,133,67,3
87,2,0,20,1,10,12,20,1,0,36,4,5,0,0,2,1,134,67,3
162,2,0,37,0,18.5,-1,-1,0,0,36,2,3,1,0,2,4,134,67,3
24,4,0,30,2,7.5,12,15,0,0,36,10,10,0,0,2,2,134,67,3
94,4,0,33,1,8.25,24,33,0,0,36,9,11,0,0,1,3,134,67,3
53,3.3,0,23,1,6.57,21,23,1,0,36,10,7,1,1,1,1,134,67,3
152,3,0,29,0,9.67,-1,-1,2,0,36,0,15,0,0,3,0,134,67,3
62,4,0,29,1,7.25,24,29,0,0,41,11,9,0,0,2,2,135,68,3
38,4,0,38,0,9.5,-1,-1,0,0,41,6,12,1,0,3,2,135,68,3
230,4,0,26,2,6.5,12,13,0,0,41,12,8,0,0,3,1,135,68,3
229,4,0,63,0,15.75,-1,-1,0,0,41,8,5,0,0,4,7,135,68,3
55,4,0,36,0,9,-1,-1,0,0,41,6,12,1,0,4,1,135,68,3
52,4,0,51,1,12.75,24,51,0,1,37,13,2,1,0,4,5,136,68,3
63,4,0,31,1,7.75,24,31,0,0,37,9,11,0,0,2,2,136,68,3
27,3.3,0,35,1,10,21,35,0,0,37,8,7,0,0,4,2,136,68,3
13,4,0,40,0,10,-1,-1,0,0,37,3,16,0,0,3,2,136,68,3
105,4,0,36,1,9,24,36,0,0,37,7,12,0,0,3,2,136,68,3
226,4,0,23,1,5.75,24,23,0,0,40,7,15,0,0,2,0,137,69,3
41,4,0,28,2,7,12,14,0,0,40,7,14,0,0,2,1,137,69,3
6,2,0,19,0,9.5,-1,-1,0,0,40,1,7,2,0,2,0,137,69,3
225,4,0,40,0,10,-1,-1,0,0,40,6,11,0,1,5,1,137,69,3
135,4,0,29,1,7.25,24,29,2,0,40,9,12,0,0,2,1,137,69,3
23,2,0,23,0,11.5,-1,-1,0,0,40,1,7,0,0,4,0,137,69,3
54,4,0,31,1,7.75,24,31,0,0,42,10,9,0,0,4,1,138,69,3
167,2.3,0,26,0,10.4,-1,-1,2,1,42,4,8,1,0,3,0,138,69,3
12,4,0,37,1,9.25,24,37,0,0,42,10,9,0,0,1,4,138,69,3
9,3,0,29,0,9.67,-1,-1,0,0,42,5,9,0,0,2,2,138,69,3
11,1,0,10,0,10,-1,-1,0,0,42,0,4,1,0,1,0,138,69,3
22,3,0,33,1,11,18,33,0,0,42,5,7,0,0,5,1,138,69,3
91,4,0,39,0,9.75,-1,-1,1,0,34,10,8,0,0,3,3,139,70,3
235,1,0,14,0,14,-1,-1,0,0,34,2,2,0,0,0,2,139,70,3
61,3,0,29,2,9.67,9,14.5,0,0,34,7,5,1,0,4,1,139,70,3
234,4,0,45,1,11.25,24,45,1,0,34,8,8,0,0,6,2,139,70,3
81,4,0,39,1,9.75,24,39,0,0,34,6,13,0,0,2,3,139,70,3
26,4,0,36,0,9,-1,-1,0,0,34,12,6,0,0,3,3,139,70,3
177,4,0,35,2,8.75,12,17.5,0,0,31,11,7,1,0,2,3,140,70,3
36,4,0,35,2,8.75,12,17.5,0,0,31,13,5,0,0,3,3,140,70,3
93,4,0,38,1,9.5,24,38,0,0,31,9,10,0,0,1,4,140,70,3
113,2,0,27,0,13.5,-1,-1,0,0,31,1,7,0,0,2,2,140,70,3
198,4,0,39,0,9.75,-1,-1,0,0,31,8,9,1,0,4,2,140,70,3
145,2,0,23,0,11.5,-1,-1,0,0,31,5,3,0,0,2,2,140,70,3
203,2,0,12,1,6,12,12,0,0,32,6,4,0,0,2,0,141,71,3
233,2,0,13,1,6.5,12,13,0,0,32,7,3,0,0,1,1,141,71,3
10,4,0,17,2,4.25,12,8.5,0,0,32,12,9,2,0,1,0,141,71,3
50,4,0,31,4,7.75,6,7.75,0,0,32,14,5,0,0,2,3,141,71,3
201,4,0,19,2,4.75,12,9.5,0,0,32,10,13,0,0,0,1,141,71,3
92,2,0,21,0,10.5,-1,-1,0,1,32,2,8,0,0,3,0,141,71,3
94,4,0,29,3,7.25,8,9.67,0,0,36,13,7,0,0,1,3,142,71,3
134,1,0,19,0,19,-1,-1,0,1,36,3,0,0,0,3,1,142,71,3
24,1,0,13,0,13,-1,-1,0,0,36,1,3,0,0,1,1,142,71,3
53,1,0,15,0,15,-1,-1,0,0,36,1,3,0,0,0,2,142,71,3
162,3,0,28,2,9.33,9,14,0,0,36,11,2,0,0,2,3,142,71,3
87,1,0,10,0,10,-1,-1,0,0,36,2,2,0,0,2,0,142,71,3
140,4,0,40,1,10,24,40,0,0,33,10,8,1,0,0,5,143,72,3
80,4,0,31,1,7.75,24,31,1,1,33,11,9,0,0,5,0,143,72,3
206,4,0,15,3,3.75,8,5,0,0,33,15,7,1,0,0,1,143,72,3
98,1,0,13,0,13,-1,-1,0,0,33,1,3,0,0,1,1,143,72,3
89,4,0,35,0,8.75,-1,-1,0,0,33,11,7,0,0,4,2,143,72,3
39,3,0,34,1,11.33,18,34,0,0,33,4,8,1,0,3,2,143,72,3
78,4,0,22,0,5.5,-1,-1,0,0,35,8,14,1,0,0,1,144,72,3
35,3.1,0,30,1,9.47,19,30,1,0,35,9,5,0,0,3,2,144,72,3
64,4,0,37,1,9.25,24,37,0,0,35,7,11,0,0,5,1,144,72,3
213,3,0,43,1,14.33,18,43,0,0,35,6,5,0,0,2,5,144,72,3
188,4,1,37,2,9.25,12,18.5,1,0,35,12,6,0,0,3,3,144,72,3
13,4,0,34,0,8.5,-1,-1,0,1,37,4,17,0,0,4,0,145,73,3
49,2,0,13,1,6.5,12,13,0,0,37,7,3,0,0,1,1,145,73,3
63,3,0,27,0,9,-1,-1,0,0,37,5,9,0,0,3,1,145,73,3
105,4,0,24,1,6,24,24,0,0,37,8,14,0,0,1,1,145,73,3
27,3,0,31,1,10.33,18,31,0,0,37,8,5,0,0,2,3,145,73,3
52,4,0,30,3,7.5,8,10,0,0,37,14,4,1,0,3,2,145,73,3
135,4,0,16,1,4,24,16,0,0,40,14,8,0,0,2,0,146,73,3
6,1,0,15,0,15,-1,-1,0,0,40,1,3,0,0,0,2,146,73,3
41,4,0,27,0,6.75,-1,-1,1,0,40,11,10,0,0,1,2,146,73,3
126,3.1,0,40,1,12.63,19,40,0,0,40,7,4,0,0,6,2,146,73,3
23,2,0,22,0,11,-1,-1,0,0,40,1,8,0,0,2,1,146,73,3
225,4,0,43,0,10.75,-1,-1,0,0,40,5,11,1,0,6,1,146,73,3
117,3,0,29,0,9.67,-1,-1,0,0,38,1,13,0,0,4,0,147,74,3
33,4,0,23,1,5.75,24,23,0,0,38,7,15,0,0,2,0,147,74,3
131,2,0,11,0,5.5,-1,-1,0,0,38,4,7,0,0,1,0,147,74,3
125,4,0,28,1,7,24,28,0,0,38,8,12,0,0,4,0,147,74,3
221,3,0,35,1,11.67,18,35,0,0,38,5,7,0,0,4,2,147,74,3
220,4,0,32,1,8,24,32,0,0,38,12,6,0,0,5,1,147,74,3
48,2,0,21,1,10.5,12,21,0,0,39,3,5,1,0,2,1,148,74,3
106,4,0,25,3,6.25,8,8.33,0,0,39,13,7,0,0,3,1,148,74,3
223,3.5,0,24,0,6.26,-1,-1,0,1,39,8,13,1,0,2,0,148,74,3
14,4,0,25,2,6.25,12,12.5,0,0,39,15,5,0,0,2,2,148,74,3
112,3,0,37,0,12.33,-1,-1,0,0,39,1,11,0,0,5,1,148,74,3
163,3,0,27,0,9,-1,-1,0,0,39,5,9,0,0,3,1,148,74,3
177,4,0,37,1,9.25,24,37,0,0,31,8,10,0,1,3,2,149,75,3
198,4,0,38,2,9.5,12,19,0,0,31,9,8,2,0,2,3,149,75,3
36,4,0,57,0,14.25,-1,-1,0,0,31,6,7,0,0,8,3,149,75,3
113,4,0,37,1,9.25,24,37,1,0,31,7,12,0,0,3,2,149,75,3
93,4,0,52,0,13,-1,-1,0,0,31,4,10,2,0,5,3,149,75,3
132,4,0,38,1,9.5,24,38,0,0,33,9,10,0,0,1,4,150,75,3
140,4,0,46,3,11.5,8,15.33,0,0,33,7,10,0,0,3,4,150,75,3
98,1,0,24,0,24,-1,-1,0,1,33,1,1,1,0,2,2,150,75,3
80,4,0,30,0,7.5,-1,-1,2,0,33,4,18,0,0,1,1,150,75,3
206,3,0,37,0,12.33,-1,-1,0,0,33,3,9,0,0,4,2,150,75,3
89,4,0,46,1,11.5,24,46,0,0,33,8,8,0,0,5,3,150,75,3
78,4,0,39,0,9.75,-1,-1,0,1,35,7,12,1,0,3,2,151,76,3
35,4,0,26,1,6.5,24,26,0,0,35,11,10,0,0,1,2,151,76,3
188,4,0,50,0,12.5,-1,-1,0,0,35,4,12,0,0,5,3,151,76,3
214,4,0,30,1,7.5,24,30,0,0,35,10,10,0,0,2,2,151,76,3
64,4,0,26,1,6.5,24,26,0,0,35,7,14,0,0,3,0,151,76,3
162,3.5,0,39,2,10.17,11.5,19.5,0,0,36,11,5,0,0,4,3,152,76,3
87,3,0,22,0,7.33,-1,-1,0,0,36,4,10,2,0,2,0,152,76,3
53,3,0,30,0,10,-1,-1,0,0,36,6,8,0,0,1,3,152,76,3
94,3,0,41,1,13.67,18,41,0,0,36,3,9,0,0,2,4,152,76,3
134,3,0,23,0,7.67,-1,-1,0,0,36,6,9,0,0,2,1,152,76,3
24,2,0,20,1,10,12,20,0,0,36,5,4,0,0,1,2,152,76,3
10,4,0,25,1,6.25,24,25,0,0,32,11,9,1,0,2,1,153,77,3
233,4,0,24,1,6,24,24,0,0,32,11,7,3,1,2,0,153,77,3
203,3,0,22,0,7.33,-1,-1,0,0,32,10,4,1,0,1,2,153,77,3
199,2,0,17,1,8.5,12,17,0,0,32,4,5,0,0,3,0,153,77,3
50,4,0,36,1,9,24,36,0,0,32,7,12,0,0,3,2,153,77,3
92,3,0,34,0,11.33,-1,-1,0,0,32,2,10,2,0,2,2,153,77,3
61,3,0,14,1,4.67,18,14,0,0,34,7,10,0,0,1,0,154,77,3
166,4,0,28,0,7,-1,-1,0,0,34,4,18,0,0,1,1,154,77,3
91,4,0,39,0,9.75,-1,-1,0,0,34,8,9,0,0,6,1,154,77,3
81,2,0,18,0,9,-1,-1,0,0,34,4,6,0,0,0,2,154,77,3
26,4,1,20,2,5,12,10,0,0,34,15,6,0,0,2,1,154,77,3
234,3,0,36,0,12,-1,-1,1,0,34,6,5,0,0,6,1,154,77,3
10,4,0,35,0,8.75,-1,-1,1,0,32,6,12,1,0,5,0,155,78,3
203,4,0,17,1,4.25,24,17,0,0,32,10,13,0,0,1,0,155,78,3
199,1,0,11,0,11,-1,-1,0,0,32,1,3,0,0,2,0,155,78,3
92,3,0,28,0,9.33,-1,-1,1,1,32,3,12,1,0,3,0,155,78,3
233,4,0,26,3,6.5,8,8.67,0,0,32,13,6,0,0,5,0,155,78,3
50,4,0,31,1,7.75,24,31,0,1,32,7,14,0,0,4,0,155,78,3
228,1,0,5,0,5,-1,-1,0,0,41,1,5,0,0,0,0,156,78,3
38,4,0,27,0,6.75,-1,-1,1,0,41,4,18,0,0,2,0,156,78,3
178,3,0,35,0,11.67,-1,-1,0,0,41,2,11,0,0,3,2,156,78,3
230,4,0,24,4,6,6,6,1,0,41,15,5,0,0,3,1,156,78,3
62,4,0,20,3,5,8,6.67,0,0,41,14,6,0,0,2,1,156,78,3
229,4,0,29,2,7.25,12,14.5,0,0,41,11,8,0,1,3,1,156,78,3
36,4,0,29,2,7.25,12,14.5,0,0,31,15,5,0,0,0,4,157,79,3
177,4,0,61,0,15.25,-1,-1,2,0,31,4,11,0,0,3,6,157,79,3
145,2,0,20,1,10,12,20,0,0,31,3,6,0,0,2,1,157,79,3
113,3,0,34,0,11.33,-1,-1,0,0,31,5,8,0,0,2,3,157,79,3
93,3,0,27,1,9,18,27,0,0,31,7,6,0,1,3,1,157,79,3
198,4,0,45,1,11.25,24,45,0,0,31,12,3,0,0,6,3,157,79,3
41,4,0,44,0,11,-1,-1,0,0,40,7,10,0,0,4,3,158,79,3
126,4,0,34,2,8.5,12,17,0,0,40,14,4,0,0,3,3,158,79,3
23,2,0,25,0,12.5,-1,-1,2,0,40,1,7,0,0,4,0,158,79,3
32,2,0,19,0,9.5,-1,-1,0,0,40,4,5,0,0,2,1,158,79,3
225,4,0,52,1,13,24,52,0,0,40,6,7,1,1,7,2,158,79,3
135,4,0,39,0,9.75,-1,-1,1,0,40,7,12,0,0,2,3,158,79,3
230,4,0,35,0,8.75,-1,-1,0,0,41,7,12,0,1,2,2,159,80,3
229,4,0,37,1,9.25,24,37,0,0,41,12,5,0,0,5,2,159,80,3
38,4,0,42,0,10.5,-1,-1,1,0,41,6,13,0,0,1,4,159,80,3
62,4,0,30,1,7.5,24,30,0,0,41,12,8,0,0,1,3,159,80,3
178,4,0,39,0,9.75,-1,-1,1,0,41,3,16,0,0,4,1,159,80,3
41,3,0,17,0,5.67,-1,-1,0,0,40,7,9,0,0,2,0,160,80,3
135,2,0,25,0,12.5,-1,-1,0,0,40,3,5,0,0,2,2,160,80,3
23,3,0,29,0,9.67,-1,-1,1,1,40,4,11,1,0,2,1,160,80,3
6,4,0,29,2,7.25,12,14.5,0,0,40,9,11,0,0,3,1,160,80,3
226,4,0,22,4,5.5,6,5.5,0,0,40,11,10,0,0,3,0,160,80,3
126,4,0,18,3,4.5,8,6,0,0,40,15,6,1,0,1,1,160,80,3
97,1,0,10,0,10,-1,-1,0,0,8,2,2,0,0,2,0,161,81,4
101,1,0,12,0,12,-1,-1,0,0,8,2,2,0,0,1,1,161,81,4
105,4,0,42,2,10.5,12,21,0,2,8,7,12,1,0,5,1,161,81,4
106,4,0,50,0,12.5,-1,-1,0,0,8,7,8,1,0,4,4,161,81,4
108,4,0,38,0,9.5,-1,-1,0,0,8,9,8,0,0,6,1,161,81,4
103,2,0,26,0,13,-1,-1,0,0,8,2,6,0,0,2,2,161,81,4
98,4,0,31,2,7.75,12,15.5,0,0,8,9,11,0,0,2,2,161,81,4
10,4,0,35,2,8.75,12,17.5,0,0,1,11,5,2,0,5,1,162,81,4
12,4,0,37,0,9.25,-1,-1,0,0,1,7,11,1,0,3,2,162,81,4
6,1,0,4,0,4,-1,-1,0,0,1,2,4,0,0,0,0,162,81,4
13,4,0,45,2,11.25,12,22.5,0,0,1,5,11,0,0,7,1,162,81,4
9,3,0,41,0,13.67,-1,-1,0,0,1,4,7,0,0,4,3,162,81,4
126,4,0,46,2,11.5,12,23,0,0,1,7,7,1,1,7,1,162,81,4
50,3,0,32,1,10.67,18,32,0,0,4,5,8,0,0,3,2,163,82,4
48,1,0,16,0,16,-1,-1,0,0,4,1,2,1,0,0,2,163,82,4
55,4,0,37,0,9.25,-1,-1,0,0,4,1,19,0,0,3,1,163,82,4
220,4,0,29,2,7.25,12,14.5,0,0,4,9,11,0,0,3,1,163,82,4
52,4,0,36,1,9,24,36,0,0,4,6,12,1,0,4,1,163,82,4
54,4,0,33,3,8.25,8,11,0,0,4,10,9,1,0,1,3,163,82,4
62,4,0,49,1,12.25,24,49,0,1,5,8,8,0,0,7,2,164,82,4
250,3,0,34,1,11.33,18,34,0,0,5,5,8,0,0,2,3,164,82,4
123,2,0,21,0,10.5,-1,-1,0,0,5,2,7,0,0,2,1,164,82,4
61,1,0,10,0,10,-1,-1,0,0,5,2,2,0,0,2,0,164,82,4
64,4,0,38,1,9.5,24,38,1,0,5,7,11,0,0,5,1,164,82,4
188,4,0,34,1,8.5,24,34,0,1,5,7,13,2,0,1,2,164,82,4
26,4,0,43,1,10.75,24,43,0,0,2,10,7,0,0,3,4,165,83,4
230,4,0,40,0,10,-1,-1,0,0,2,5,14,0,0,2,3,165,83,4
22,4,0,27,2,6.75,12,13.5,1,0,2,10,10,1,0,2,1,165,83,4
27,3,0,36,1,12,18,36,0,0,2,5,6,0,0,6,1,165,83,4
241,1,0,13,0,13,-1,-1,0,0,2,2,1,0,0,3,0,165,83,4
23,4,0,31,0,7.75,-1,-1,1,0,2,3,18,1,0,1,1,165,83,4
162,4,0,31,2,7.75,12,15.5,0,1,7,9,12,0,0,3,1,166,83,4
91,3.5,0,15,6,3.91,3.83,2.5,0,0,7,16,5,0,0,1,1,166,83,4
225,1,0,20,0,20,-1,-1,0,1,7,1,3,0,0,1,2,166,83,4
92,1,0,10,0,10,-1,-1,0,0,7,1,4,0,0,0,1,166,83,4
93,3,0,25,2,8.33,9,12.5,0,0,7,9,5,0,0,2,2,166,83,4
78,4,0,32,1,8,24,32,0,0,6,10,8,1,0,4,1,167,84,4
80,4,0,49,2,12.25,12,24.5,0,0,6,4,13,0,0,3,4,167,84,4
229,4,0,45,0,11.25,-1,-1,0,0,6,6,11,0,0,4,3,167,84,4
251,4,0,34,1,8.5,24,34,0,1,6,6,15,0,0,3,1,167,84,4
81,4,0,43,1,10.75,24,43,0,1,6,8,10,1,0,3,3,167,84,4
36,4,0,49,0,12.25,-1,-1,0,0,3,7,7,1,0,7,2,168,84,4
35,4,0,34,2,8.5,12,17,0,0,3,13,4,1,0,4,2,168,84,4
226,4,0,27,1,6.75,24,27,1,0,3,7,14,0,0,3,0,168,84,4
39,4,0,36,1,9,24,36,1,0,3,5,15,0,0,2,2,168,84,4
198,4,0,38,1,9.5,24,38,1,0,3,8,11,1,0,0,4,168,84,4
188,4,0,49,0,12.25,-1,-1,0,2,5,8,9,0,0,8,1,169,85,4
62,4,0,30,0,7.5,-1,-1,0,1,5,9,11,2,0,2,1,169,85,4
123,2,0,23,0,11.5,-1,-1,0,0,5,2,7,0,0,1,2,169,85,4
234,4,0,25,2,6.25,12,12.5,0,0,5,12,9,0,0,1,2,169,85,4
61,2,0,19,0,9.5,-1,-1,1,0,5,2,8,0,0,1,1,169,85,4
65,4,0,38,2,9.5,12,19,0,0,5,10,8,1,0,1,4,169,85,4
9,4,0,24,2,6,12,12,0,0,1,8,14,0,0,1,1,170,85,4
13,4,0,35,0,8.75,-1,-1,0,0,1,5,13,1,0,5,0,170,85,4
126,4,0,31,1,7.75,24,31,0,0,1,7,13,0,0,3,1,170,85,4
10,4,0,41,3,10.25,8,13.67,0,0,1,10,7,1,0,2,4,170,85,4
12,4,1,20,2,5,12,10,0,0,1,13,8,1,0,1,1,170,85,4
55,3,0,28,0,9.33,-1,-1,0,0,4,1,14,0,0,2,1,171,86,4
52,4,0,32,2,8,12,16,0,0,4,12,6,0,0,5,1,171,86,4
50,3,0,37,1,12.33,18,37,0,0,4,7,5,0,0,2,4,171,86,4
220,3,0,36,0,12,-1,-1,0,0,4,4,8,0,0,4,2,171,86,4
48,3,0,25,0,8.33,-1,-1,0,0,4,5,9,0,0,4,0,171,86,4
54,4,0,26,1,6.5,24,26,0,0,4,14,6,0,0,2,2,171,86,4
89,4,0,24,1,6,24,24,0,0,7,11,10,0,0,2,1,172,86,4
93,3.5,0,45,0,11.74,-1,-1,0,0,7,5,11,1,0,2,4,172,86,4
92,4,0,31,2,7.75,12,15.5,0,0,7,5,15,1,0,2,1,172,86,4
162,2,0,25,1,12.5,12,25,0,0,7,5,3,0,0,1,3,172,86,4
87,2,0,23,0,11.5,-1,-1,0,0,7,2,7,0,0,1,2,172,86,4
