id,b_id,batsman,bowler,method,fielder,o_id,inn_id,m_id,t_id,bat_team,bow_team,score,for,overs,ball_color
874,20900,29,234,b,0,3450,178,89,4,3,5,35,2,4.5,y
875,20920,195,188,c,60,3454,178,89,4,3,5,63,3,8.1,y
876,20922,32,188,b,0,3454,178,89,4,3,5,63,4,8.3,y
877,20951,31,65,b,0,3459,178,89,4,3,5,119,5,13.2,y
878,20953,33,65,b,0,3459,178,89,4,3,5,119,6,13.4,y
879,20958,199,188,b,0,3460,178,89,4,3,5,121,7,14.3,y
880,20961,35,188,b,0,3460,178,89,4,3,5,121,8,14.6,y
881,20975,39,65,b,0,3463,178,89,4,3,5,128,9,17.2,y
882,20987,198,62,c,58,3465,178,89,4,3,5,134,10,19.2,y
883,20998,2,26,lbw,0,3467,179,90,4,1,2,9,1,1.5,r
884,21004,172,25,b,0,3468,179,90,4,1,2,15,2,2.5,y
885,21009,4,26,b,0,3469,179,90,4,1,2,16,3,3.4,r
886,21054,3,23,c,201,3477,179,90,4,1,2,99,4,11.1,r
887,21074,6,27,c,18,3479,179,90,4,1,2,130,5,13.6,r
888,21075,173,22,b,0,3480,179,90,4,1,2,130,6,14.1,y
889,21132,18,12,b,0,3489,180,90,4,2,1,20,1,3.4,y
890,21151,16,13,b,0,3492,180,90,4,2,1,43,2,6.5,r
891,21155,19,9,lbw,0,3493,180,90,4,2,1,48,3,7.3,y
892,21156,201,9,b,0,3493,180,90,4,2,1,48,4,7.4,y
893,21167,23,9,b,0,3495,180,90,4,2,1,60,5,9.3,y
894,21185,216,126,b,0,3498,180,90,4,2,1,88,6,12.3,r
895,21196,22,13,b,0,3500,180,90,4,2,1,102,7,14.2,r
896,21199,27,13,b,0,3500,180,90,4,2,1,104,8,14.5,r
897,21200,25,13,c,126,3500,180,90,4,2,1,104,9,14.6,r
898,21201,241,12,b,0,3501,180,90,4,2,1,104,10,15.1,y
899,21208,72,52,lbw,0,3503,181,91,4,6,4,4,1,1.1,y
900,21213,73,52,b,0,3503,181,91,4,6,4,4,2,1.6,y
901,21219,71,54,lbw,0,3504,181,91,4,6,4,10,3,2.6,y
902,21271,74,50,b,0,3513,181,91,4,6,4,78,4,11.4,y
903,21272,82,50,b,0,3513,181,91,4,6,4,78,5,11.5,y
904,21278,81,55,st,245,3514,181,91,4,6,4,81,6,12.5,y
905,21286,78,55,st,245,3516,181,91,4,6,4,87,7,14.1,y
906,21301,229,50,b,0,3518,181,91,4,6,4,107,8,16.4,y
907,21304,128,52,b,0,3519,181,91,4,6,4,109,9,17.1,y
908,21313,79,220,b,0,3520,181,91,4,6,4,121,10,18.4,y
909,21337,43,79,b,0,3524,182,91,4,4,6,47,1,3.6,y
910,21344,205,79,b,0,3526,182,91,4,4,6,50,2,5.1,y
911,21345,46,79,b,0,3526,182,91,4,4,6,50,3,5.2,y
912,21377,45,229,b,0,3531,182,91,4,4,6,114,4,10.4,y
913,21393,100,89,b,0,3534,183,92,4,8,7,1,1,0.5,g
914,21412,96,91,b,0,3537,183,92,4,8,7,23,2,3.6,y
915,21460,99,87,b,0,3545,183,92,4,8,7,85,3,11.6,y
916,21467,98,87,lbw,0,3547,183,92,4,8,7,89,4,13.1,y
917,21470,101,87,b,0,3547,183,92,4,8,7,89,5,13.4,y
918,21516,83,257,b,0,3555,184,92,4,7,8,3,1,1.2,g
919,21552,222,108,lbw,0,3561,184,92,4,7,8,47,2,7.2,g
920,21638,58,229,b,0,3575,185,93,4,5,6,18,1,1.5,y
921,21655,57,78,b,0,3578,185,93,4,5,6,36,2,4.4,y
922,21708,59,236,st,71,3587,185,93,4,5,6,106,3,13.2,y
923,21772,71,188,c,60,3597,186,93,4,6,5,39,1,3.6,y
924,21780,73,62,b,0,3599,186,93,4,6,5,53,2,5.2,y
925,21796,128,62,b,0,3601,186,93,4,6,5,75,3,7.6,y
926,21800,72,234,c,58,3602,186,93,4,6,5,79,4,8.4,y
927,21826,82,188,lbw,0,3606,186,93,4,6,5,122,5,12.5,y
928,21864,74,61,b,0,3613,186,93,4,6,5,186,6,19.1,y
929,21891,2,52,b,0,3617,187,94,4,1,4,18,1,3.4,y
930,21913,3,50,c,48,3621,187,94,4,1,4,46,2,7.2,y
931,21925,4,50,c,45,3623,187,94,4,1,4,56,3,9.2,y
932,21926,173,50,c,43,3623,187,94,4,1,4,56,4,9.3,y
933,21941,172,50,b,0,3625,187,94,4,1,4,85,5,11.6,y
934,21943,9,220,c,205,3626,187,94,4,1,4,86,6,12.2,y
935,22010,205,12,b,0,3637,188,94,4,4,1,29,1,3.2,y
936,22034,43,13,b,0,3641,188,94,4,4,1,57,2,7.1,y
937,22041,46,9,c,4,3642,188,94,4,4,1,66,3,8.2,y
938,22057,45,9,c,2,3644,188,94,4,4,1,79,4,10.6,y
939,22088,231,10,c,173,3649,188,94,4,4,1,112,5,15.6,y
940,22098,48,10,c,9,3651,188,94,4,4,1,139,6,17.4,y
941,22117,83,36,lbw,0,3654,189,95,4,7,3,5,1,0.5,y
942,22125,222,36,b,0,3656,189,95,4,7,3,9,2,2.1,y
943,22134,84,35,b,0,3657,189,95,4,7,3,10,3,3.4,y
944,22149,86,233,lbw,0,3660,189,95,4,7,3,17,4,6.1,y
945,22157,87,226,lbw,0,3661,189,95,4,7,3,34,5,7.3,y
946,22158,162,226,b,0,3661,189,95,4,7,3,34,6,7.4,y
947,22208,225,203,lbw,0,3669,189,95,4,7,3,112,7,15.6,y
948,22226,88,233,b,0,3672,189,95,4,7,3,132,8,18.6,y
949,22247,29,93,lbw,0,3676,190,95,4,3,7,19,1,2.3,y
950,22294,28,93,b,0,3684,190,95,4,3,7,96,2,10.2,y
951,22318,216,257,b,0,3688,191,96,4,2,8,10,1,0.6,r
952,22348,16,105,b,0,3693,191,96,4,2,8,59,2,5.6,y
953,22430,19,257,c,101,3707,191,96,4,2,8,198,3,19.3,y
954,22479,96,23,b,0,3715,192,96,4,8,2,91,1,7.4,r
955,22496,97,201,b,0,3718,192,96,4,8,2,106,2,10.3,y
956,22506,98,201,c,19,3720,192,96,4,8,2,116,3,12.1,y
957,22519,100,201,c,16,3722,192,96,4,8,2,133,4,14.2,y
958,22532,101,25,lbw,0,3724,192,96,4,8,2,159,5,16.3,y
959,22548,254,27,b,0,3727,192,96,4,8,2,190,6,19.1,r
960,22553,99,27,b,0,3727,192,96,4,8,2,197,7,19.6,r
961,22582,72,225,c,86,3732,193,97,4,6,7,48,1,4.4,y
962,22603,71,92,c,88,3735,193,97,4,6,7,63,2,7.6,r
963,22630,74,87,lbw,0,3740,193,97,4,6,7,97,3,12.3,y
964,22632,82,87,b,0,3740,193,97,4,6,7,97,4,12.5,y
965,22649,128,225,b,0,3743,193,97,4,6,7,127,5,15.4,r
966,22693,88,251,b,0,3750,194,97,4,7,6,26,1,2.6,y
967,22715,227,251,lbw,0,3754,194,97,4,7,6,51,2,6.4,y
968,22725,84,251,b,0,3756,194,97,4,7,6,67,3,8.2,y
969,22820,245,25,b,0,3771,195,98,4,4,2,41,1,4.5,y
970,22821,45,25,b,0,3771,195,98,4,4,2,41,2,4.6,y
971,22828,43,25,b,0,3773,195,98,4,4,2,50,3,6.1,y
972,22844,231,22,b,0,3775,195,98,4,4,2,70,4,8.5,y
973,22871,48,201,lbw,0,3780,195,98,4,4,2,105,5,13.2,y
974,22873,50,201,lbw,0,3780,195,98,4,4,2,105,6,13.4,y
975,22876,220,22,lbw,0,3781,195,98,4,4,2,106,7,14.1,y
976,22882,46,201,c,216,3782,195,98,4,4,2,108,8,15.1,y
977,22896,55,201,c,19,3784,195,98,4,4,2,128,9,17.3,y
978,22902,52,230,b,0,3785,195,98,4,4,2,137,10,18.3,y
979,22904,216,52,lbw,0,3786,196,98,4,2,4,0,1,0.2,y
980,22908,16,52,b,0,3786,196,98,4,2,4,0,2,0.6,y
981,22919,18,52,b,0,3788,196,98,4,2,4,13,3,2.5,y
982,22962,201,48,b,0,3795,196,98,4,2,4,90,4,9.6,y
983,23004,172,35,lbw,0,3803,197,99,4,1,3,12,1,1.2,y
984,23007,3,35,b,0,3803,197,99,4,1,3,12,2,1.5,y
985,23060,1,226,c,195,3812,197,99,4,1,3,112,3,10.4,y
986,23080,173,33,c,31,3815,197,99,4,1,3,141,4,13.6,y
987,23084,6,35,lbw,0,3816,197,99,4,1,3,142,5,14.4,y
988,23090,9,33,c,29,3817,197,99,4,1,3,145,6,15.4,y
989,23103,4,203,c,32,3819,197,99,4,1,3,166,7,17.5,y
990,23132,28,10,lbw,0,3824,198,99,4,3,1,13,1,2.4,y
991,23133,31,10,b,0,3824,198,99,4,3,1,13,2,2.5,y
992,23168,29,9,b,0,3830,198,99,4,3,1,57,3,8.3,y
993,23206,32,9,b,0,3836,198,99,4,3,1,124,4,14.4,y
994,23209,195,126,lbw,0,3837,198,99,4,3,1,128,5,15.1,y
995,23265,96,250,b,0,3846,199,100,4,8,5,35,1,4.2,r
996,23266,97,250,b,0,3846,199,100,4,8,5,35,2,4.3,r
997,23282,100,65,c,60,3848,199,100,4,8,5,57,3,6.6,r
998,23297,99,188,c,59,3851,199,100,4,8,5,76,4,9.3,y
999,23357,98,61,b,0,3861,199,100,4,8,5,168,5,19.2,y
1000,23362,57,257,b,0,3862,200,100,4,5,8,0,1,0.1,r
1001,23388,60,257,hit,0,3866,200,100,4,5,8,17,2,4.2,r
1002,23493,88,10,lbw,0,3883,201,101,4,7,1,10,1,2.5,g
1003,23543,87,9,b,0,3892,201,101,4,7,1,97,2,11.1,y
1004,23554,84,13,b,0,3893,201,101,4,7,1,108,3,12.6,g
1005,23581,227,12,b,0,3898,201,101,4,7,1,142,4,17.3,y
1006,23661,172,94,lbw,0,3911,202,101,4,1,7,86,1,10.4,y
1007,23671,1,94,b,0,3913,202,101,4,1,7,105,2,12.2,y
1008,23705,3,225,c,91,3918,202,101,4,1,7,149,3,17.6,g
1009,23729,57,19,b,0,3923,203,102,4,5,2,22,1,2.1,y
1010,23765,56,23,c,241,3928,203,102,4,5,2,75,2,7.6,g
1011,23786,60,23,c,216,3932,203,102,4,5,2,105,3,11.2,g
1012,23817,139,25,b,0,3937,203,102,4,5,2,153,4,16.2,y
1013,23847,18,234,b,0,3942,204,102,4,2,5,9,1,1.2,y
1014,23862,216,234,c,59,3944,204,102,4,2,5,30,2,3.5,y
1015,23897,19,188,b,0,3950,204,102,4,2,5,105,3,9.3,y
1016,23922,16,234,b,0,3954,204,102,4,2,5,136,4,13.4,y
1017,23929,21,62,b,0,3955,204,102,4,2,5,141,5,14.5,g
1018,23931,201,188,b,0,3956,204,102,4,2,5,141,6,15.1,y
1019,23933,23,188,b,0,3956,204,102,4,2,5,142,7,15.3,y
1020,23936,241,188,b,0,3956,204,102,4,2,5,143,8,15.6,y
1021,23941,25,62,c,62,3957,204,102,4,2,5,144,9,16.5,g
1022,23944,27,61,b,0,3958,204,102,4,2,5,150,10,17.2,y
1023,23967,28,52,lbw,0,3962,205,103,4,3,4,23,1,3.5,y
1024,23983,31,220,b,0,3965,205,103,4,3,4,58,2,6.3,r
1025,23999,29,220,b,0,3968,205,103,4,3,4,86,3,9.1,y
1026,24051,195,52,b,0,3976,205,103,4,3,4,184,4,17.4,y
1027,24062,32,220,c,48,3978,205,103,4,3,4,201,5,19.3,y
1028,24102,43,39,b,0,3985,206,103,4,4,3,50,1,6.1,r
1029,24127,45,39,b,0,3989,206,103,4,4,3,81,2,10.1,r
1030,24180,245,35,b,0,3997,206,103,4,4,3,190,3,18.2,r
1031,24202,71,135,b,0,4001,207,104,4,6,1,23,1,2.4,y
1032,24220,74,214,b,0,4004,207,104,4,6,1,42,2,5.4,y
1033,24227,72,141,c,1,4005,207,104,4,6,1,46,3,6.5,y
1034,24275,128,141,lbw,0,4013,207,104,4,6,1,122,4,14.3,y
1035,24286,237,14,c,137,4015,207,104,4,6,1,149,5,16.2,y
1036,24292,81,12,lbw,0,4016,207,104,4,6,1,158,6,17.2,y
1037,24308,251,12,c,172,4018,207,104,4,6,1,192,7,19.6,y
1038,24348,172,80,c,71,4025,208,104,4,1,6,61,1,6.4,y
1039,24356,2,251,c,74,4026,208,104,4,1,6,69,2,7.6,y
1040,24371,1,76,c,72,4029,208,104,4,1,6,101,3,10.3,y
1041,24374,137,76,b,0,4029,208,104,4,1,6,102,4,10.6,y
1042,24377,148,80,b,0,4030,208,104,4,1,6,104,5,11.3,y
1043,24414,135,76,b,0,4036,208,104,4,1,6,180,6,17.4,y
1044,24431,18,35,c,195,4039,209,105,4,2,3,4,1,0.3,y
1045,24438,16,198,b,0,4040,209,105,4,2,3,11,2,1.4,g
1046,24463,216,198,b,0,4044,209,105,4,2,3,46,3,5.5,g
1047,24482,19,33,b,0,4047,209,105,4,2,3,74,4,8.6,y
1048,24598,184,201,c,19,4067,210,105,4,3,2,53,1,8.2,y
1049,24621,31,27,b,0,4071,210,105,4,3,2,101,2,12.1,y
1050,24719,100,220,c,43,4087,211,106,4,8,4,73,1,8.3,y
1051,24724,96,53,b,0,4088,211,106,4,8,4,77,2,9.2,y
1052,24739,98,53,b,0,4090,211,106,4,8,4,95,3,11.5,y
1053,24754,99,50,lbw,0,4093,211,106,4,8,4,112,4,14.2,y
1054,24787,101,52,lbw,0,4098,211,106,4,8,4,169,5,19.5,y
1055,24838,43,108,b,0,4107,212,106,4,4,8,84,1,8.2,y
1056,24865,245,98,st,99,4111,212,106,4,4,8,121,2,12.5,y
1057,24867,45,260,b,0,4112,212,106,4,4,8,121,3,13.1,y
1058,24871,231,260,b,0,4112,212,106,4,4,8,127,4,13.5,y
1059,24875,46,98,c,105,4113,212,106,4,4,8,137,5,14.3,y
1060,24878,48,98,b,0,4113,212,106,4,4,8,138,6,14.6,y
1061,24890,220,257,c,96,4115,212,106,4,4,8,154,7,16.6,y
1062,24898,54,257,b,0,4117,212,106,4,4,8,170,8,18.2,y
1063,24902,50,257,b,0,4117,212,106,4,4,8,171,9,18.6,y
1064,24920,57,93,b,0,4121,213,107,4,5,7,20,1,2.4,y
1065,24924,60,94,lbw,0,4122,213,107,4,5,7,27,2,3.2,y
1066,24943,56,92,b,0,4125,213,107,4,5,7,42,3,6.2,y
1067,24962,59,225,b,0,4128,213,107,4,5,7,64,4,9.3,y
1068,24965,139,225,b,0,4128,213,107,4,5,7,69,5,9.6,y
1069,25021,61,225,b,0,4138,213,107,4,5,7,144,6,19.2,y
1070,25047,88,64,b,0,4142,214,107,4,7,5,30,1,3.3,y
1071,25076,227,64,c,59,4147,214,107,4,7,5,60,2,8.2,y
1072,25114,84,188,c,57,4153,214,107,4,7,5,104,3,14.4,y
1073,25115,86,188,b,0,4153,214,107,4,7,5,104,4,14.5,y
1074,25137,253,62,c,56,4157,214,107,4,7,5,134,5,18.3,y
1075,25139,94,62,c,139,4157,214,107,4,7,5,134,6,18.5,y
1076,25151,43,10,c,1,4159,215,108,4,4,1,2,1,0.6,y
1077,25162,45,10,b,0,4161,215,108,4,4,1,6,2,2.5,y
1078,25168,245,12,lbw,0,4162,215,108,4,4,1,8,3,3.5,y
1079,25175,46,10,b,0,4163,215,108,4,4,1,10,4,4.6,y
1080,25176,231,126,lbw,0,4164,215,108,4,4,1,10,5,5.1,y
1081,25185,48,13,lbw,0,4165,215,108,4,4,1,13,6,6.3,y
1082,25192,220,126,b,0,4166,215,108,4,4,1,20,7,7.4,y
1083,25271,1,54,lbw,0,4179,216,108,4,1,4,0,1,0.4,y
1084,25283,172,54,b,0,4181,216,108,4,1,4,13,2,2.4,y
1085,25332,4,50,b,0,4189,216,108,4,1,4,96,3,10.4,y
1086,25334,173,50,b,0,4189,216,108,4,1,4,96,4,10.6,y
1087,25339,6,55,lbw,0,4190,216,108,4,1,4,109,5,11.5,y
1088,25346,9,50,lbw,0,4191,216,108,4,1,4,114,6,12.6,y
1089,25371,56,92,b,0,4196,217,109,4,5,7,18,1,1.5,g
1090,25376,204,93,lbw,0,4197,217,109,4,5,7,20,2,2.4,y
1091,25382,60,225,b,0,4198,217,109,4,5,7,26,3,3.4,g
1092,25390,139,91,lbw,0,4199,217,109,4,5,7,29,4,4.6,y
1093,25452,61,93,lbw,0,4210,217,109,4,5,7,115,5,15.1,g
1094,25465,62,93,lbw,0,4212,217,109,4,5,7,131,6,17.2,g
1095,25475,59,91,b,0,4213,217,109,4,5,7,141,7,18.6,y
1096,25484,227,250,b,0,4215,218,109,4,7,5,1,1,0.3,g
1097,25491,87,64,b,0,4216,218,109,4,7,5,8,2,1.4,y
1098,25514,88,64,lbw,0,4220,218,109,4,7,5,39,3,5.3,y
1099,25548,84,188,b,0,4226,218,109,4,7,5,80,4,11.1,y
1100,25568,86,250,lbw,0,4229,218,109,4,7,5,118,5,14.3,g
1101,25573,253,188,lbw,0,4230,218,109,4,7,5,118,6,15.2,y
1102,25576,94,188,c,59,4230,218,109,4,7,5,119,7,15.5,y
1103,25594,91,62,b,0,4233,218,109,4,7,5,142,8,18.5,g
1104,25627,204,54,b,0,4239,219,110,4,5,4,38,1,4.2,r
1105,25676,60,220,c,50,4247,219,110,4,5,4,118,2,12.3,r
1106,25678,59,220,c,54,4247,219,110,4,5,4,118,3,12.5,r
1107,25712,56,54,b,0,4253,219,110,4,5,4,195,4,18.3,r
1108,25716,61,52,b,0,4254,219,110,4,5,4,201,5,19.1,y
1109,25816,43,123,b,0,4270,220,110,4,4,5,173,1,15.5,y
1110,25829,45,123,c,139,4272,220,110,4,4,5,191,2,17.6,y
1111,25834,245,61,b,0,4273,220,110,4,4,5,197,3,18.5,r
1112,25845,172,54,lbw,0,4275,221,111,4,1,4,1,1,0.4,y
1113,25858,3,54,lbw,0,4277,221,111,4,1,4,15,2,2.5,y
1114,25879,2,50,b,0,4281,221,111,4,1,4,52,3,6.2,y
1115,25890,4,50,b,0,4283,221,111,4,1,4,67,4,8.1,y
1116,25908,6,55,c,48,4286,221,111,4,1,4,96,5,11.1,y
1117,25909,9,55,c,45,4286,221,111,4,1,4,96,6,11.2,y
1118,25917,126,220,b,0,4287,221,111,4,1,4,103,7,12.4,y
1119,25920,10,55,b,0,4288,221,111,4,1,4,104,8,13.1,y
1120,25941,12,52,lbw,0,4291,221,111,4,1,4,125,9,16.4,y
1121,25946,13,220,c,220,4292,221,111,4,1,4,126,10,17.3,y
1122,25958,43,12,c,126,4294,222,111,4,4,1,5,1,1.6,y
1123,25962,45,10,b,0,4295,222,111,4,4,1,6,2,2.4,y
1124,25988,46,126,lbw,0,4299,222,111,4,4,1,50,3,6.6,y
1125,26010,231,13,lbw,0,4303,222,111,4,4,1,86,4,10.4,y
1126,26061,263,35,b,0,4312,223,112,5,10,3,50,1,5.2,r
1127,26134,228,36,c,32,4324,223,112,5,10,3,141,2,17.2,r
1128,26137,262,36,c,35,4324,223,112,5,10,3,142,3,17.5,r
1129,26150,265,35,b,0,4326,223,112,5,10,3,164,4,19.6,r
1130,26178,28,269,lbw,0,4331,224,112,5,3,10,23,1,4.3,y
1131,26210,29,268,b,0,4336,224,112,5,3,10,57,2,9.5,r
1132,26233,261,271,lbw,0,4340,224,112,5,3,10,92,3,13.4,r
1133,26260,32,270,b,0,4345,224,112,5,3,10,145,4,18.1,y
1134,26277,237,275,c,274,4348,225,113,5,6,8,10,1,1.4,g
1135,26296,197,106,lbw,0,4351,225,113,5,6,8,39,2,4.5,y
1136,26307,72,98,b,0,4353,225,113,5,6,8,49,3,6.4,y
1137,26376,71,106,b,0,4365,225,113,5,6,8,182,4,18.1,y
1138,26417,100,229,c,272,4371,226,113,5,8,6,41,1,4.6,y
1139,26427,97,72,lbw,0,4373,226,113,5,8,6,65,2,6.4,y
1140,26441,98,72,c,82,4375,226,113,5,8,6,85,3,8.6,y
1141,26453,105,72,lbw,0,4377,226,113,5,8,6,101,4,10.6,y
1142,26499,256,282,b,0,4385,226,113,5,8,6,175,5,18.4,y
1143,26504,273,78,lbw,0,4386,226,113,5,8,6,183,6,19.3,g
1144,26515,276,281,b,0,4388,227,114,5,4,2,3,1,1.2,r
1145,26542,245,230,b,0,4392,227,114,5,4,2,24,2,5.5,r
1146,26579,45,23,b,0,4398,227,114,5,4,2,78,3,11.5,r
1147,26611,246,281,b,0,4404,227,114,5,4,2,133,4,17.1,r
1148,26643,18,54,lbw,0,4409,228,114,5,2,4,25,1,2.3,r
1149,26651,277,52,b,0,4410,228,114,5,2,4,26,2,3.5,y
1150,26657,216,53,b,0,4411,228,114,5,2,4,38,3,4.5,r
1151,26669,243,55,c,245,4413,228,114,5,2,4,58,4,6.5,r
1152,26680,23,55,c,231,4415,228,114,5,2,4,76,5,8.4,r
1153,26729,279,53,b,0,4423,228,114,5,2,4,157,6,16.4,r
1154,26754,284,87,c,287,4427,229,115,5,5,7,14,1,2.5,g
1155,26766,57,93,lbw,0,4429,229,115,5,5,7,28,2,4.5,g
1156,26771,59,89,c,194,4430,229,115,5,5,7,33,3,5.4,y
1157,26777,283,93,b,0,4431,229,115,5,5,7,35,4,6.4,g
1158,26836,60,93,b,0,4441,229,115,5,5,7,115,5,16.1,g
1159,26848,62,89,b,0,4443,229,115,5,5,7,128,6,18.1,g
1160,26864,88,249,lbw,0,4445,230,115,5,7,5,6,1,0.5,g
1161,26879,194,283,lbw,0,4448,230,115,5,7,5,31,2,3.1,y
1162,26905,222,283,c,60,4452,230,115,5,7,5,52,3,7.3,y
1163,26918,287,234,c,59,4454,230,115,5,7,5,68,4,9.4,y
1164,26931,157,234,lbw,0,4456,230,115,5,7,5,94,5,11.5,y
1165,26943,94,286,c,57,4458,230,115,5,7,5,120,6,13.5,y
1166,26957,87,62,c,285,4461,230,115,5,7,5,140,7,16.1,g
1167,26969,89,62,b,0,4463,230,115,5,7,5,152,8,18.1,g
1168,26970,93,62,b,0,4463,230,115,5,7,5,152,9,18.2,g
1169,26975,71,10,b,0,4464,231,116,5,6,1,6,1,0.4,y
1170,26993,197,169,b,0,4467,231,116,5,6,1,21,2,3.4,y
1171,27019,237,6,c,7,4471,231,116,5,6,1,50,3,7.6,y
1172,27035,272,177,c,7,4474,231,116,5,6,1,69,4,10.4,y
1173,27058,82,163,b,0,4478,231,116,5,6,1,101,5,14.3,y
1174,27069,72,177,b,0,4480,231,116,5,6,1,122,6,16.2,y
1175,27081,296,10,lbw,0,4482,231,116,5,6,1,134,7,18.2,y
1176,27143,1,229,c,78,4492,232,116,5,1,6,87,1,8.3,y
1177,27157,2,296,lbw,0,4494,232,116,5,1,6,114,2,10.5,y
1178,27257,18,112,c,291,4511,233,117,5,2,9,97,1,11.2,g
1179,27259,216,112,c,290,4511,233,117,5,2,9,98,2,11.4,g
1180,27277,277,113,c,293,4514,233,117,5,2,9,120,3,14.4,y
1181,27288,279,295,b,0,4516,233,117,5,2,9,134,4,16.3,y
1182,27293,243,294,c,289,4517,233,117,5,2,9,149,5,17.2,g
1183,27295,23,294,b,0,4517,233,117,5,2,9,149,6,17.4,g
1184,27299,278,295,b,0,4518,233,117,5,2,9,153,7,18.2,y
1185,27303,280,295,c,295,4518,233,117,5,2,9,156,8,18.6,y
1186,27320,288,281,lbw,0,4521,234,117,5,9,2,9,1,1.5,g
1187,27349,289,230,b,0,4526,234,117,5,9,2,45,2,6.4,y
1188,27378,291,26,b,0,4531,234,117,5,9,2,92,3,11.3,g
1189,27387,290,243,c,277,4532,234,117,5,9,2,106,4,12.6,y
1190,27453,273,35,c,195,4544,235,118,5,8,3,29,1,5.2,y
1191,27456,97,35,lbw,0,4544,235,118,5,8,3,29,2,5.5,y
1192,27459,98,39,lbw,0,4545,235,118,5,8,3,30,3,6.2,y
1193,27465,256,32,b,0,4546,235,118,5,8,3,41,4,7.2,y
1194,27474,105,39,c,32,4547,235,118,5,8,3,51,5,8.4,y
1195,27533,274,198,b,0,4557,235,118,5,8,3,162,6,18.2,y
1196,27540,102,35,b,0,4558,235,118,5,8,3,171,7,19.3,y
1197,27567,28,258,b,0,4562,236,118,5,3,8,21,1,3.6,y
1198,27581,29,105,b,0,4565,236,118,5,3,8,37,2,6.2,y
1199,27591,261,98,lbw,0,4566,236,118,5,3,8,53,3,7.6,y
1200,27612,32,98,b,0,4570,236,118,5,3,8,87,4,11.3,y
1201,27645,195,106,b,0,4575,236,118,5,3,8,154,5,16.6,y
1202,27651,33,258,c,257,4576,236,118,5,3,8,165,6,17.6,y
1203,27692,283,54,b,0,4584,237,119,5,5,4,40,1,5.2,r
1204,27767,57,48,lbw,0,4596,237,119,5,5,4,126,2,17.3,r
1205,27776,285,52,b,0,4597,237,119,5,5,4,135,3,18.6,y
1206,27785,276,234,lbw,0,4599,238,119,5,4,5,0,1,0.3,y
1207,27799,245,234,c,59,4601,238,119,5,4,5,9,2,2.5,y
1208,27874,45,249,b,0,4614,238,119,5,4,5,124,3,15.1,r
1209,27899,1,198,b,0,4618,239,120,5,1,3,9,1,1.5,g
1210,27909,2,198,c,33,4620,239,120,5,1,3,14,2,3.3,g
1211,28020,28,169,b,0,4638,240,120,5,3,1,7,1,1.5,g
1212,28069,261,6,lbw,0,4646,240,120,5,3,1,69,2,9.4,g
1213,28093,29,14,lbw,0,4650,240,120,5,3,1,104,3,13.4,g
1214,28126,31,14,b,0,4656,240,120,5,3,1,163,4,19.1,g
1215,28163,289,234,b,0,4662,241,121,5,9,5,38,1,5.3,y
1216,28167,288,249,lbw,0,4663,241,121,5,9,5,44,2,6.1,r
1217,28173,291,234,b,0,4664,241,121,5,9,5,47,3,7.1,y
1218,28176,293,234,lbw,0,4664,241,121,5,9,5,47,4,7.4,y
1219,28230,292,249,b,0,4673,241,121,5,9,5,153,5,16.3,r
1220,28243,290,249,b,0,4675,241,121,5,9,5,168,6,18.4,r
1221,28244,113,249,b,0,4675,241,121,5,9,5,168,7,18.5,r
1222,28258,284,294,b,0,4678,242,121,5,5,9,7,1,1.1,r
1223,28260,283,294,b,0,4678,242,121,5,5,9,7,2,1.3,r
1224,28262,59,294,b,0,4678,242,121,5,5,9,7,3,1.5,r
1225,28267,62,295,b,0,4679,242,121,5,5,9,8,4,2.4,y
1226,28272,60,294,b,0,4680,242,121,5,5,9,9,5,3.3,r
1227,28294,285,164,b,0,4683,242,121,5,5,9,31,6,6.6,y
1228,28309,57,112,b,0,4686,242,121,5,5,9,49,7,9.3,r
1229,28318,234,113,lbw,0,4687,242,121,5,5,9,60,8,10.6,y
1230,28322,286,112,c,288,4688,242,121,5,5,9,65,9,11.3,r
1231,28337,249,112,st,288,4690,242,121,5,5,9,76,10,13.5,r
1232,28344,194,50,b,0,4692,243,122,5,7,4,4,1,1.1,y
1233,28349,88,50,c,54,4692,243,122,5,7,4,15,2,1.6,y
1234,28438,222,54,c,48,4707,243,122,5,7,4,141,3,16.1,y
1235,28445,157,52,b,0,4708,243,122,5,7,4,150,4,17.2,y
1236,28448,87,52,b,0,4708,243,122,5,7,4,151,5,17.5,y
1237,28495,276,93,lbw,0,4716,244,122,5,4,7,39,1,5.4,y
1238,28503,45,87,b,0,4717,244,122,5,4,7,46,2,6.6,y
1239,28527,245,157,b,0,4721,244,122,5,4,7,81,3,10.6,y
1240,28567,231,93,c,162,4728,244,122,5,4,7,151,4,17.2,y
1241,28570,246,93,b,0,4728,244,122,5,4,7,152,5,17.5,y
1242,28594,273,271,c,262,4732,245,123,5,8,10,9,1,1.5,r
1243,28634,97,228,lbw,0,4739,245,123,5,8,10,69,2,8.2,y
1244,28649,98,228,c,264,4741,245,123,5,8,10,85,3,10.5,y
1245,28657,256,228,lbw,0,4743,245,123,5,8,10,99,4,12.1,y
1246,28659,274,228,c,268,4743,245,123,5,8,10,103,5,12.3,y
1247,28678,105,271,c,269,4746,245,123,5,8,10,128,6,15.4,r
1248,28680,102,271,b,0,4746,245,123,5,8,10,128,7,15.6,r
1249,28682,100,270,b,0,4747,245,123,5,8,10,128,8,16.2,y
