id,over_no,balls,runs,wides,noballs,bowler,score,for,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,extras,wickets,byes,ball_color
2045,7,6,13,0,0,177,44,1,105,53,3,3,0,0,1,1,1,0,0,0,y
2046,8,6,8,0,0,93,52,3,105,53,3,0,0,0,4,2,0,0,2,0,g
2047,9,6,13,0,0,113,65,3,105,53,3,3,0,0,1,1,1,0,0,0,y
2048,10,6,13,0,0,93,78,3,105,53,3,3,0,0,1,1,1,0,0,0,g
2049,11,6,13,0,0,177,91,3,105,53,3,3,0,0,1,1,1,0,0,0,y
2050,12,6,3,0,0,198,94,4,105,53,3,3,0,0,3,0,0,0,1,0,g
2051,13,6,22,0,1,113,116,4,105,53,3,1,0,0,2,2,2,1,0,0,y
2052,14,6,7,0,0,145,123,5,105,53,3,1,0,0,4,0,1,0,1,0,g
2053,15,6,15,0,0,36,138,5,105,53,3,3,0,0,1,0,2,0,0,0,y
2054,16,6,18,0,0,145,156,5,105,53,3,2,0,0,1,1,2,0,0,0,g
2055,17,6,12,0,0,93,168,5,105,53,3,2,0,0,2,1,1,0,0,0,y
2056,18,6,15,0,0,145,183,5,105,53,3,3,0,0,1,0,2,0,0,0,g
2057,19,6,5,0,0,36,188,6,105,53,3,1,0,0,4,1,0,0,1,0,y
2058,20,6,15,0,0,93,203,6,105,53,3,1,0,0,2,2,1,0,0,0,g
2059,1,6,14,0,0,10,14,0,106,53,3,2,0,0,2,0,2,0,0,0,g
2060,2,6,9,0,0,202,23,0,106,53,3,1,0,0,3,2,0,0,0,0,y
2061,3,6,8,1,0,10,31,0,106,53,3,3,0,0,2,1,0,1,0,0,g
2062,4,6,12,0,0,203,43,0,106,53,3,2,0,0,2,1,1,0,0,0,y
2063,5,6,11,0,1,202,54,0,106,53,3,4,0,0,2,0,1,1,0,0,g
2064,6,6,5,0,0,203,59,1,106,53,3,1,0,0,4,1,0,0,1,0,y
2065,7,6,9,0,0,92,68,2,106,53,3,3,0,0,2,0,1,0,1,0,g
2066,8,6,15,0,0,50,83,2,106,53,3,3,0,0,1,0,2,0,0,0,y
2067,9,6,4,0,0,92,87,2,106,53,3,4,0,0,2,0,0,0,0,0,g
2068,10,6,9,0,1,50,96,2,106,53,3,4,0,0,2,1,0,1,0,0,y
2069,11,6,6,0,0,92,102,2,106,53,3,2,0,0,3,1,0,0,0,0,g
2070,12,6,1,0,0,199,103,3,106,53,3,1,0,0,5,0,0,0,1,0,y
2071,13,6,9,1,0,92,112,3,106,53,3,4,0,0,1,1,0,1,0,0,g
2072,14,6,25,0,0,199,137,4,106,53,3,1,0,0,1,0,4,0,1,0,y
2073,15,6,11,0,0,10,148,4,106,53,3,1,0,0,3,1,1,0,0,0,g
2074,16,6,11,0,0,50,159,4,106,53,3,3,1,0,1,0,1,0,0,0,y
2075,17,6,12,0,0,199,171,4,106,53,3,4,0,0,0,2,0,0,0,0,g
2076,18,6,13,0,0,203,184,4,106,53,3,3,0,0,1,1,1,0,0,0,y
2077,19,6,8,0,0,10,192,4,106,53,3,4,0,0,1,1,0,0,0,0,g
2078,20,6,8,0,0,203,200,5,106,53,3,0,0,0,4,2,0,0,1,0,y
2079,1,6,6,0,0,125,6,0,107,54,3,2,0,0,3,1,0,0,0,0,r
2080,2,6,9,0,0,117,15,0,107,54,3,3,0,0,2,0,1,0,0,0,y
2081,3,6,3,0,0,125,18,0,107,54,3,3,0,0,3,0,0,0,0,0,r
2082,4,6,15,0,0,117,33,0,107,54,3,1,0,0,2,2,1,0,0,0,y
2083,5,6,10,1,0,125,43,0,107,54,3,3,0,0,2,0,1,1,0,0,r
2084,6,6,12,0,0,65,55,0,107,54,3,2,0,0,2,1,1,0,0,0,y
2085,7,6,13,0,0,220,68,0,107,54,3,3,0,0,1,1,1,0,0,0,r
2086,8,6,6,0,1,221,74,0,107,54,3,5,0,0,2,0,0,1,0,0,y
2087,9,6,8,0,0,33,82,0,107,54,3,4,0,0,1,1,0,0,0,0,r
2088,10,6,5,0,0,221,87,1,107,54,3,1,0,0,4,1,0,0,1,0,y
2089,11,6,8,0,0,33,95,2,107,54,3,2,0,0,3,0,1,0,1,0,r
2090,12,6,9,0,0,221,104,2,107,54,3,3,0,0,2,0,1,0,0,0,y
2091,13,6,11,0,0,33,115,2,107,54,3,3,1,0,1,0,1,0,0,0,r
2092,14,6,11,0,0,221,126,2,107,54,3,3,1,0,1,0,1,0,0,0,y
2093,15,6,24,0,0,65,150,2,107,54,3,2,0,0,0,1,3,0,0,0,r
2094,16,6,13,0,0,220,163,2,107,54,3,3,0,0,1,1,1,0,0,0,y
2095,17,6,10,0,0,33,173,2,107,54,3,4,0,0,1,0,1,0,0,0,r
2096,18,6,8,0,0,220,181,2,107,54,3,2,1,0,2,1,0,0,0,0,y
2097,19,6,20,0,0,125,201,2,107,54,3,0,1,0,1,3,1,0,0,0,r
2098,20,6,14,0,0,220,215,2,107,54,3,2,0,0,1,3,0,0,0,0,y
2099,1,6,10,0,0,52,10,0,108,54,3,4,0,0,1,0,1,0,0,0,r
2100,2,6,8,0,0,217,18,0,108,54,3,2,1,0,2,1,0,0,0,0,y
2101,3,6,11,0,0,52,29,0,108,54,3,1,0,0,3,1,1,0,0,0,r
2102,4,6,14,0,0,217,43,0,108,54,3,2,0,0,2,0,2,0,0,0,y
2103,5,6,8,1,0,13,51,0,108,54,3,3,0,0,2,1,0,1,0,0,r
2104,6,6,1,0,0,27,52,1,108,54,3,1,0,0,5,0,0,0,1,0,y
2105,7,6,5,0,0,13,57,1,108,54,3,5,0,0,1,0,0,0,0,0,r
2106,8,6,6,0,0,27,63,1,108,54,3,4,1,0,1,0,0,0,0,0,y
2107,9,6,8,0,0,13,71,1,108,54,3,4,0,0,1,1,0,0,0,0,r
2108,10,6,10,0,0,217,81,1,108,54,3,4,0,0,1,0,1,0,0,0,y
2109,11,6,13,0,0,63,94,1,108,54,3,3,0,0,1,1,1,0,0,0,r
2110,12,6,18,0,0,217,112,1,108,54,3,2,0,0,1,1,2,0,0,0,y
2111,13,6,4,0,0,63,116,1,108,54,3,4,0,0,2,0,0,0,0,0,r
2112,14,6,11,0,0,27,127,1,108,54,3,5,0,0,0,0,1,0,0,0,y
2113,15,6,6,0,0,13,133,1,108,54,3,6,0,0,0,0,0,0,0,0,r
2114,16,6,2,0,0,27,135,2,108,54,3,2,0,0,4,0,0,0,1,0,y
2115,17,6,11,0,0,63,146,2,108,54,3,5,0,0,0,0,1,0,0,0,r
2116,18,6,2,0,0,52,148,3,108,54,3,2,0,0,4,0,0,0,1,0,y
2117,19,6,13,0,0,63,161,3,108,54,3,1,0,0,2,3,0,0,0,0,r
2118,20,6,12,0,0,52,173,3,108,54,3,0,2,0,2,2,0,0,0,0,y
2119,1,6,7,0,0,162,7,0,109,55,3,3,0,0,2,1,0,0,0,0,y
2120,2,6,16,0,0,94,23,0,109,55,3,2,0,0,1,2,1,0,0,0,y
2121,3,6,2,0,0,162,25,1,109,55,3,2,0,0,4,0,0,0,1,0,y
2122,4,6,4,0,0,53,29,1,109,55,3,4,0,0,2,0,0,0,0,0,y
2123,5,6,15,0,0,162,44,1,109,55,3,1,0,0,2,2,1,0,0,0,y
2124,6,6,5,0,1,24,49,1,109,55,3,4,0,0,3,0,0,1,0,0,y
2125,7,6,11,0,0,152,60,1,109,55,3,5,0,0,0,0,1,0,0,0,y
2126,8,6,13,0,0,24,73,1,109,55,3,3,0,0,1,1,1,0,0,0,y
2127,9,6,12,0,0,94,85,1,109,55,3,2,0,0,2,1,1,0,0,0,y
2128,10,6,16,0,1,87,101,1,109,55,3,3,0,0,2,0,2,1,0,0,y
2129,11,6,2,0,0,53,103,2,109,55,3,2,0,0,4,0,0,0,1,0,y
2130,12,6,15,0,0,94,118,2,109,55,3,3,0,0,1,0,2,0,0,0,y
2131,13,6,10,0,0,53,128,2,109,55,3,4,0,0,1,0,1,0,0,0,y
2132,14,6,13,0,0,87,141,2,109,55,3,3,0,0,1,1,1,0,0,0,y
2133,15,6,13,0,0,152,154,2,109,55,3,3,1,0,0,2,0,0,0,0,y
2134,16,6,16,0,0,24,170,2,109,55,3,2,0,0,1,2,1,0,0,0,y
2135,17,6,1,0,0,162,171,4,109,55,3,1,0,0,5,0,0,0,2,0,y
2136,18,6,16,0,0,87,187,4,109,55,3,0,0,0,2,4,0,0,0,0,y
2137,19,6,8,0,0,24,195,4,109,55,3,4,0,0,1,1,0,0,0,0,y
2138,20,6,15,0,0,53,210,5,109,55,3,1,0,0,2,2,1,0,1,0,y
2139,1,6,5,0,0,98,5,0,110,55,3,5,0,0,1,0,0,0,0,0,y
2140,2,6,2,0,0,89,7,1,110,55,3,2,0,0,4,0,0,0,1,0,y
2141,3,6,6,0,0,98,13,1,110,55,3,2,0,0,3,1,0,0,0,0,y
2142,4,6,15,1,0,89,28,2,110,55,3,2,0,0,2,0,2,1,1,0,y
2143,5,6,13,0,0,79,41,2,110,55,3,1,0,0,3,0,2,0,0,0,y
2144,6,6,12,0,0,89,53,2,110,55,3,2,0,0,2,1,1,0,0,0,y
2145,7,6,18,0,0,79,71,2,110,55,3,2,0,0,1,1,2,0,0,0,y
2146,8,6,12,0,0,39,83,2,110,55,3,4,0,0,0,2,0,0,0,0,y
2147,9,6,7,0,0,206,90,2,110,55,3,1,1,0,3,1,0,0,0,0,y
2148,10,6,7,0,0,39,97,2,110,55,3,5,1,0,0,0,0,0,0,0,y
2149,11,6,8,0,0,206,105,2,110,55,3,4,0,0,1,1,0,0,0,0,y
2150,12,6,9,0,0,39,114,3,110,55,3,3,0,0,2,0,1,0,1,0,y
2151,13,6,3,0,0,98,117,4,110,55,3,3,0,0,3,0,0,0,1,0,y
2152,14,6,14,1,0,39,131,5,110,55,3,3,0,0,1,1,1,1,1,0,y
2153,15,6,10,0,0,98,141,5,110,55,3,4,0,0,1,0,1,0,0,0,y
2154,16,6,9,0,0,79,150,5,110,55,3,5,0,0,0,1,0,0,0,0,y
2155,17,6,7,0,0,89,157,5,110,55,3,3,0,0,2,1,0,0,0,0,y
2156,18,6,10,0,0,206,167,6,110,55,3,0,0,0,4,1,1,0,1,0,y
2157,19,6,5,0,0,79,172,7,110,55,3,1,0,0,4,1,0,0,1,0,y
2158,20,6,9,0,0,206,181,7,110,55,3,3,0,0,2,0,1,0,0,0,y
2159,1,6,7,0,0,226,7,0,111,56,3,3,0,0,2,1,0,0,0,0,y
2160,2,6,7,0,0,41,14,0,111,56,3,3,0,0,2,1,0,0,0,0,r
2161,3,6,19,0,0,226,33,0,111,56,3,1,0,0,2,0,3,0,0,0,y
2162,4,6,13,0,0,41,46,0,111,56,3,1,0,0,3,0,2,0,0,0,r
2163,5,6,10,0,0,225,56,1,111,56,3,2,0,0,2,2,0,0,1,0,y
2164,6,6,1,0,0,126,57,2,111,56,3,1,0,0,5,0,0,0,1,0,r
