id,inn_id,m_id,t_id,b1,b2,runs,balls,c1,c2,c3,dots,c4,c6,sr,for_wicket,unbeaten,bow_team,bat_team,b1s,b2s,b1b,b2b
272,43,22,2,110,113,25,18,6,0,0,8,3,1,138.89,5,19.1,23,21,2,22,4,14
273,43,22,2,112,113,12,5,2,1,0,0,2,0,240,6,0,23,21,11,1,4,1
274,44,22,2,127,3,22,23,9,0,0,11,3,0,95.65,1,3.5,21,23,9,12,13,10
275,44,22,2,128,3,25,24,11,1,0,10,0,2,104.17,2,7.5,21,23,19,6,12,12
276,44,22,2,128,94,0,1,0,0,0,1,0,0,0,3,7.6,21,23,0,0,0,1
277,44,22,2,128,129,13,16,9,0,0,6,1,0,81.25,4,10.4,21,23,9,4,9,7
278,44,22,2,128,33,1,3,1,0,0,2,0,0,33.33,5,11.1,21,23,0,1,0,3
279,44,22,2,128,131,25,11,2,0,0,4,4,1,227.27,6,12.6,21,23,12,12,5,6
280,44,22,2,54,131,34,34,14,1,0,15,3,1,100,7,18.4,21,23,17,17,15,19
281,44,22,2,130,131,7,8,3,0,0,4,1,0,87.5,8,0,21,23,5,2,4,4
282,45,23,2,71,2,39,36,19,0,0,13,2,2,108.33,1,5.6,22,24,8,31,16,20
283,45,23,2,137,2,15,9,3,1,0,3,1,1,166.67,2,7.3,22,24,6,9,3,6
284,45,23,2,137,144,39,34,25,0,0,6,2,1,114.71,3,13.1,22,24,21,18,16,18
285,45,23,2,6,144,30,19,8,0,0,6,4,1,157.89,4,16.2,22,24,21,9,11,8
286,45,23,2,139,144,5,4,1,0,0,2,1,0,125,5,16.6,22,24,1,4,1,3
287,45,23,2,139,140,0,1,0,0,0,1,0,0,0,6,17.1,22,24,0,0,1,0
288,45,23,2,141,140,30,17,4,3,0,5,5,0,176.47,7,0,22,24,12,18,10,7
289,46,23,2,120,73,7,5,1,0,0,3,0,1,140,1,0.5,24,22,7,0,3,2
290,46,23,2,120,121,90,62,35,2,1,13,10,1,145.16,2,11.1,24,22,36,52,32,30
291,46,23,2,122,121,35,28,17,0,0,7,3,1,125,3,15.5,24,22,14,21,12,16
292,46,23,2,122,15,1,5,1,0,0,4,0,0,20,4,16.4,24,22,1,0,2,3
293,46,23,2,122,8,0,2,0,0,0,2,0,0,0,5,16.6,24,22,0,0,0,2
294,46,23,2,122,9,28,13,4,0,0,3,6,0,215.38,6,0,24,22,17,11,7,6
295,47,24,2,171,172,139,94,44,0,0,31,13,7,147.87,1,15.4,21,27,74,64,45,50
296,47,24,2,171,4,40,24,10,2,0,6,5,1,166.67,2,19.4,21,27,17,23,11,13
297,47,24,2,171,173,7,2,1,0,0,0,0,1,350,3,0,21,27,0,7,0,2
298,48,24,2,84,29,18,17,10,0,0,5,2,0,105.88,1,2.5,27,21,9,9,9,8
299,48,24,2,109,29,12,7,2,0,0,3,1,1,171.43,2,3.6,27,21,6,6,5,2
300,48,24,2,109,5,21,16,7,0,0,6,2,1,131.25,3,6.4,27,21,3,18,6,10
301,48,24,2,109,110,31,18,11,0,0,4,4,0,172.22,4,9.4,27,21,14,13,9,10
302,48,24,2,109,113,5,8,5,0,0,3,0,0,62.5,5,10.6,27,21,2,3,3,5
303,48,24,2,109,116,51,39,24,0,1,9,3,2,130.77,6,17.3,27,21,31,20,20,19
304,48,24,2,10,116,35,15,3,0,0,5,5,2,233.33,7,0,27,21,21,14,9,6
305,49,25,2,88,147,0,1,0,0,0,1,0,0,0,1,0.1,26,25,0,0,1,0
306,49,25,2,148,147,109,82,40,0,0,29,9,5,132.93,2,13.5,26,25,61,45,44,39
307,49,25,2,148,87,2,5,2,0,0,3,0,0,40,3,14.4,26,25,1,1,2,3
308,49,25,2,148,31,79,32,8,1,0,8,10,4,246.88,4,0,26,25,33,46,13,19
309,50,25,2,1,56,11,5,1,0,0,2,1,1,220,1,0.5,25,26,1,10,1,4
310,50,25,2,1,159,1,2,1,0,0,1,0,0,50,2,1.1,25,26,0,1,0,2
311,50,25,2,1,160,4,5,0,0,0,4,1,0,80,3,1.6,25,26,0,4,0,5
312,50,25,2,1,59,6,4,0,1,0,2,1,0,150,4,2.4,25,26,6,0,4,0
313,50,25,2,161,59,4,4,0,0,0,3,1,0,100,5,3.2,25,26,4,0,2,2
314,50,25,2,161,162,0,4,0,0,0,4,0,0,0,6,3.6,25,26,0,0,0,4
315,50,25,2,161,163,7,4,1,1,0,1,1,0,175,7,4.4,25,26,7,0,3,1
316,50,25,2,161,14,22,26,10,1,0,13,1,1,84.62,8,8.6,25,26,17,5,16,10
317,50,25,2,161,164,33,32,11,4,0,14,2,1,103.12,9,14.2,25,26,22,11,14,18
318,50,25,2,161,165,33,30,11,2,0,13,3,1,110,10,19.2,25,26,23,10,18,12
320,51,26,2,188,184,99,72,33,0,0,26,10,4,137.5,1,11.6,23,28,49,48,41,32
321,51,26,2,186,184,43,23,11,1,0,4,6,1,186.96,2,15.5,23,28,20,23,11,12
322,51,26,2,186,61,39,24,11,0,0,6,7,0,162.5,3,19.5,23,28,18,21,11,13
323,51,26,2,186,7,6,1,0,0,0,0,0,1,600,4,0,23,28,0,6,0,1
324,52,26,2,127,3,34,22,8,0,0,8,5,1,154.55,1,3.4,28,23,14,20,11,11
325,52,26,2,127,128,138,98,55,3,1,22,15,2,140.82,2,0,28,23,48,88,45,53
326,53,27,2,1,56,20,17,7,0,0,7,3,0,117.65,1,2.5,27,26,3,16,5,12
327,53,27,2,1,159,1,6,1,0,0,5,0,0,16.67,2,3.5,27,26,1,0,1,5
328,53,27,2,1,59,60,40,23,0,0,9,6,2,150,3,10.3,27,26,27,32,19,21
329,53,27,2,1,82,50,30,17,0,0,8,3,3,166.67,4,15.3,27,26,21,26,16,15
330,53,27,2,161,82,20,21,10,1,0,8,2,0,95.24,5,18.6,27,26,9,11,10,11
331,53,27,2,161,163,11,6,3,0,0,1,2,0,183.33,6,0,27,26,10,1,5,1
332,54,27,2,171,172,18,11,4,0,0,4,2,1,163.64,1,1.5,26,27,6,12,6,5
333,54,27,2,171,180,37,23,9,0,0,8,4,2,160.87,2,5.4,26,27,18,19,12,11
334,54,27,2,173,180,24,16,9,0,0,5,2,1,150,3,8.2,26,27,19,4,11,6
335,54,27,2,174,180,5,7,1,0,0,5,1,0,71.43,4,9.3,26,27,4,1,5,2
336,54,27,2,4,180,32,21,8,0,0,9,0,4,152.38,5,12.6,26,27,30,2,16,5
337,54,27,2,4,177,50,28,15,0,0,6,7,1,178.57,6,0,26,27,32,17,17,12
338,55,28,2,127,3,2,5,2,0,0,3,0,0,40,1,0.5,22,23,1,1,4,1
339,55,28,2,128,3,42,29,8,0,0,15,1,5,144.83,2,5.4,22,23,23,19,17,12
340,55,28,2,128,129,97,62,30,4,0,16,7,5,156.45,3,15.6,22,23,55,41,34,28
341,55,28,2,94,129,3,5,3,0,0,2,0,0,60,4,16.5,22,23,1,2,2,3
342,55,28,2,33,129,19,12,4,0,1,4,3,0,158.33,5,18.5,22,23,14,5,9,3
343,55,28,2,133,129,5,7,5,0,0,2,0,0,71.43,6,0,22,23,2,3,4,3
344,56,28,2,120,73,60,46,20,0,0,17,7,2,130.43,1,7.4,23,22,38,22,27,19
345,56,28,2,120,121,28,14,5,0,0,7,2,2,200,2,9.6,23,22,18,7,10,6
346,56,28,2,120,122,83,46,20,2,0,10,13,1,180.43,3,0,23,22,33,49,25,21
347,57,29,2,1,56,6,2,0,0,0,1,0,1,300,1,0.2,24,26,6,0,2,0
348,57,29,2,159,56,81,59,24,0,0,23,9,3,137.29,2,10.1,24,26,37,41,32,27
349,57,29,2,82,56,54,37,20,0,0,9,7,1,145.95,3,16.2,24,26,20,34,16,21
350,57,29,2,82,162,23,12,3,0,0,4,5,0,191.67,4,18.2,24,26,9,14,6,6
351,57,29,2,161,162,18,10,4,0,0,3,2,1,180,5,0,24,26,13,5,7,3
352,58,29,2,71,2,15,11,3,1,0,5,1,1,136.36,1,1.5,26,24,3,12,4,7
353,58,29,2,57,2,13,15,5,0,0,8,2,0,86.67,2,4.2,26,24,3,10,7,8
354,58,29,2,137,2,0,4,0,0,0,4,0,0,0,3,4.6,26,24,0,0,4,0
355,58,29,2,144,2,1,4,1,0,0,3,0,0,25,4,5.4,26,24,0,1,1,3
356,58,29,2,140,2,18,22,16,1,0,5,0,0,81.82,5,9.2,26,24,10,8,14,8
357,58,29,2,6,2,0,1,0,0,0,1,0,0,0,6,9.3,26,24,0,0,1,0
358,58,29,2,145,2,54,34,18,0,0,8,6,2,158.82,7,15.1,26,24,28,26,15,19
359,58,29,2,145,141,26,19,8,0,0,7,3,1,136.84,8,18.2,26,24,18,8,12,7
360,58,29,2,12,141,11,10,3,2,0,4,1,0,110,9,0,26,24,8,3,7,3
361,59,30,2,184,185,0,3,0,0,0,3,0,0,0,1,0.3,27,28,0,0,3,0
362,59,30,2,186,185,8,8,1,1,0,5,1,0,100,2,1.5,27,28,6,1,6,2
363,59,30,2,187,185,59,48,27,1,0,13,6,1,122.92,3,9.5,27,28,26,33,22,26
364,59,30,2,187,7,103,58,26,1,0,15,14,3,177.59,4,19.3,27,28,39,63,25,34
365,59,30,2,61,7,6,3,0,1,0,1,1,0,200,5,0,27,28,6,0,3,0
366,60,30,2,171,172,128,82,39,0,0,25,14,5,156.1,1,13.4,28,27,66,59,47,36
367,60,30,2,173,172,1,2,1,0,0,1,0,0,50,2,13.6,28,27,1,0,1,1
368,60,30,2,173,180,1,3,1,0,0,2,0,0,33.33,3,14.3,28,27,1,0,2,1
369,60,30,2,173,4,7,7,2,0,0,5,1,0,100,4,15.4,28,27,2,4,4,4
370,60,30,2,173,81,41,19,6,1,0,5,5,2,215.79,5,0,28,27,38,2,14,5
371,61,31,2,29,84,34,23,7,1,0,10,3,2,147.83,1,3.5,25,21,24,9,17,6
372,61,31,2,45,84,17,14,7,0,0,5,1,1,121.43,2,6.1,25,21,8,9,8,6
373,61,31,2,109,84,136,83,43,0,0,20,14,6,163.86,3,0,25,21,87,48,46,37
374,62,31,2,147,149,1,2,1,0,0,1,0,0,50,1,0.2,21,25,1,0,1,1
375,62,31,2,147,148,0,1,0,0,0,1,0,0,0,2,0.3,21,25,0,0,0,1
376,62,31,2,147,31,11,9,3,1,0,4,0,1,122.22,3,1.6,21,25,1,10,3,6
377,62,31,2,147,87,7,11,7,0,0,4,0,0,63.64,4,3.5,21,25,3,4,6,5
378,62,31,2,150,87,18,11,4,0,0,4,2,1,163.64,5,5.4,21,25,6,12,5,6
379,62,31,2,152,87,6,5,2,0,0,2,1,0,120,6,6.3,21,25,6,0,4,1
380,62,31,2,152,151,148,79,40,1,0,17,11,10,187.34,7,0,21,25,72,74,42,37
381,63,32,2,171,172,2,5,2,0,0,3,0,0,40,1,0.5,24,27,1,1,3,2
382,63,32,2,173,172,9,7,5,0,0,1,1,0,128.57,2,1.6,24,27,3,6,4,3
383,63,32,2,174,172,29,19,7,0,0,8,2,2,152.63,3,5.1,24,27,13,14,7,12
384,63,32,2,174,4,26,16,7,0,0,6,3,1,162.5,4,7.5,24,27,7,18,6,11
385,63,32,2,177,4,31,26,13,0,0,9,3,1,119.23,5,12.1,24,27,21,10,16,10
386,63,32,2,81,4,36,33,16,0,0,12,5,0,109.09,6,17.4,24,27,17,19,18,15
387,63,32,2,78,4,28,14,6,1,0,3,2,2,200,7,0,24,27,12,16,7,7
388,64,32,2,71,2,10,9,4,1,0,3,1,0,111.11,1,1.3,27,24,5,5,5,4
389,64,32,2,71,137,38,31,17,0,0,10,2,2,122.58,2,6.4,27,24,27,10,17,14
390,64,32,2,71,138,11,10,7,0,0,2,1,0,110,3,8.2,27,24,7,4,6,4
391,64,32,2,139,138,20,16,12,0,0,2,2,0,125,4,10.6,27,24,10,10,9,7
392,64,32,2,6,138,76,40,15,1,0,12,10,3,190,5,17.4,27,24,36,39,21,20
393,64,32,2,6,140,9,7,3,0,0,3,0,1,128.57,6,0,27,24,1,8,3,4
394,65,33,2,157,147,1,4,1,0,0,3,0,0,25,1,0.4,22,25,1,0,3,1
395,65,33,2,157,148,52,37,9,0,0,19,6,3,140.54,2,6.5,22,25,23,28,13,24
396,65,33,2,31,148,0,1,0,0,0,1,0,0,0,3,6.6,22,25,0,0,0,1
397,65,33,2,31,87,22,21,12,0,0,7,1,1,104.76,4,10.3,22,25,13,9,9,12
398,65,33,2,31,150,110,57,21,2,0,15,18,2,192.98,5,0,22,25,51,58,28,30
399,66,33,2,120,73,9,8,3,0,0,4,0,1,112.5,1,1.2,25,22,8,1,7,1
400,66,33,2,121,73,20,14,2,0,0,8,3,1,142.86,2,3.4,25,22,9,11,9,5
401,66,33,2,122,73,79,58,33,0,0,15,7,3,136.21,3,13.2,25,22,45,34,32,26
402,66,33,2,122,8,4,8,4,0,0,4,0,0,50,4,14.4,25,22,2,2,5,3
403,66,33,2,9,8,0,3,0,0,0,3,0,0,0,5,15.1,25,22,0,0,2,1
404,66,33,2,9,50,22,12,4,0,0,4,3,1,183.33,6,17.1,25,22,10,12,6,6
405,66,33,2,124,50,4,7,4,0,0,3,0,0,57.14,7,18.2,25,22,1,3,2,5
406,66,33,2,125,50,15,10,5,1,0,2,2,0,150,8,0,25,22,8,7,5,5
407,67,34,2,29,84,12,10,2,0,0,6,1,1,120,1,1.4,28,21,2,10,5,5
408,67,34,2,29,45,108,62,25,3,0,20,11,5,174.19,2,11.6,28,21,46,59,26,38
409,67,34,2,109,45,85,48,26,3,0,7,10,2,177.08,3,0,28,21,23,61,17,31
410,68,34,2,184,185,37,18,3,0,0,8,4,3,205.56,1,2.6,21,28,16,21,8,10
411,68,34,2,184,61,0,3,0,0,0,3,0,0,0,2,3.3,21,28,0,0,3,0
412,68,34,2,187,61,0,3,0,0,0,3,0,0,0,3,3.6,21,28,0,0,3,0
413,68,34,2,186,61,8,9,2,0,0,6,0,1,88.89,4,5.3,21,28,1,7,6,3
414,68,34,2,7,61,2,6,2,0,0,4,0,0,33.33,5,6.3,21,28,2,0,4,2
415,68,34,2,7,189,121,75,33,2,0,22,12,6,161.33,6,18.6,21,28,68,53,43,32
416,68,34,2,7,188,16,6,2,2,0,0,1,1,266.67,7,0,21,28,11,5,3,3
417,69,35,2,1,56,1,4,1,0,0,3,0,0,25,1,0.4,23,26,1,0,3,1
418,69,35,2,1,159,1,11,1,0,0,10,0,0,9.09,2,2.3,23,26,0,1,7,4
419,69,35,2,82,159,16,14,4,0,0,8,0,2,114.29,3,4.5,23,26,7,9,5,9
420,69,35,2,161,159,15,12,5,0,0,5,1,1,125,4,6.5,23,26,3,12,5,7
421,69,35,2,161,162,91,63,36,0,0,15,9,3,144.44,5,17.2,23,26,46,44,29,34
422,69,35,2,161,163,40,16,4,1,0,4,4,3,250,6,0,23,26,8,32,4,12
423,70,35,2,127,3,77,53,24,0,0,19,8,3,145.28,1,8.5,26,23,50,24,33,21
424,70,35,2,128,3,42,29,12,0,0,10,6,1,144.83,2,13.4,26,23,37,5,17,12
425,70,35,2,128,33,14,12,6,0,0,4,2,0,116.67,3,15.4,26,23,12,2,7,5
426,70,35,2,128,129,10,6,2,0,0,2,2,0,166.67,4,16.4,26,23,9,1,5,1
427,70,35,2,49,129,0,4,0,0,0,4,0,0,0,5,17.2,26,23,0,0,2,2
428,70,35,2,133,129,9,7,1,0,0,4,2,0,128.57,6,18.3,26,23,9,0,6,1
429,70,35,2,131,129,15,9,3,0,0,3,3,0,166.67,7,0,26,23,5,10,4,5
430,71,36,2,119,29,72,50,20,0,0,19,7,4,144,1,8.2,25,21,39,33,30,20
431,71,36,2,45,29,72,53,28,1,0,14,9,1,135.85,2,17.1,25,21,46,26,29,24
432,71,36,2,45,5,10,10,2,0,0,6,2,0,100,3,18.5,25,21,5,5,4,6
433,71,36,2,109,5,7,7,3,0,0,3,1,0,100,4,19.6,25,21,1,6,4,3
435,72,36,2,147,157,37,35,18,0,0,13,3,1,105.71,1,5.5,21,25,12,24,13,22
436,72,36,2,147,148,0,3,0,0,0,3,0,0,0,2,6.2,21,25,0,0,2,1
437,72,36,2,31,148,41,23,11,0,0,5,6,1,178.26,3,10.1,21,25,21,20,11,12
438,72,36,2,31,150,47,28,12,0,0,8,7,1,167.86,4,14.5,21,25,24,22,14,14
439,72,36,2,31,155,28,17,9,0,0,4,3,1,164.71,5,17.4,21,25,13,14,7,10
440,72,36,2,31,151,0,2,0,0,0,2,0,0,0,6,17.6,21,25,0,0,2,0
441,72,36,2,152,151,9,6,1,0,0,3,2,0,150,7,0,21,25,8,1,4,2
442,73,37,2,120,73,11,13,7,0,0,5,1,0,84.62,1,2.1,28,22,7,4,6,7
443,73,37,2,120,121,27,25,9,0,0,12,3,1,108,2,6.2,28,22,9,18,11,14
444,73,37,2,122,121,40,33,21,1,0,7,4,0,121.21,3,11.5,28,22,17,22,14,19
445,73,37,2,8,121,45,22,10,0,0,5,4,3,204.55,4,15.3,28,22,35,9,15,7
446,73,37,2,9,121,7,5,3,0,0,1,1,0,140,5,16.2,28,22,6,1,4,1
447,73,37,2,123,121,4,4,0,0,0,3,1,0,100,6,16.6,28,22,4,0,4,0
448,73,37,2,126,121,5,4,1,0,0,2,1,0,125,7,17.4,28,22,0,5,2,2
449,73,37,2,124,121,2,4,2,0,0,2,0,0,50,8,18.2,28,22,2,0,2,2
450,73,37,2,124,125,11,10,5,1,0,3,1,0,110,9,0,28,22,4,7,3,7
451,74,37,2,184,185,139,98,52,2,0,27,13,5,141.84,1,16.2,22,28,85,53,55,44
452,74,37,2,61,185,1,3,1,0,0,2,0,0,33.33,2,16.5,22,28,1,0,2,1
453,74,37,2,61,187,13,9,5,2,0,1,1,0,144.44,3,0,22,28,9,4,4,5
454,75,38,2,1,56,11,11,5,0,0,5,0,1,100,1,1.5,24,26,9,2,7,4
455,75,38,2,159,56,18,17,4,0,0,10,2,1,105.88,2,4.4,24,26,1,17,5,12
456,75,38,2,159,170,66,55,31,1,0,19,6,1,120,3,13.5,24,26,31,32,27,31
457,75,38,2,159,59,10,10,6,0,0,3,1,0,100,4,15.3,24,26,4,6,4,6
458,75,38,2,159,162,65,27,6,1,0,7,11,2,240.74,5,0,24,26,17,47,10,17
459,76,38,2,2,71,1,2,1,0,0,1,0,0,50,1,0.2,26,24,1,0,1,1
460,76,38,2,2,137,68,42,17,0,0,15,5,5,161.9,2,7.2,26,24,28,39,14,28
461,76,38,2,2,138,9,10,5,0,0,4,1,0,90,3,8.6,26,24,2,7,2,8
462,76,38,2,2,139,93,53,22,1,0,15,11,4,175.47,4,0,26,24,44,48,27,26
463,77,39,2,171,172,42,23,8,0,0,10,5,2,182.61,1,3.5,23,27,23,17,14,11
464,77,39,2,171,173,27,29,13,1,0,12,3,0,93.1,2,8.4,23,27,7,20,14,15
465,77,39,2,171,174,49,39,23,1,0,9,6,0,125.64,3,15.1,23,27,34,15,22,17
466,77,39,2,171,4,8,7,0,0,0,5,2,0,114.29,4,16.2,23,27,0,8,2,5
467,77,39,2,81,4,17,7,1,1,0,2,2,1,242.86,5,17.3,23,27,13,4,6,1
468,77,39,2,177,4,2,5,2,0,0,3,0,0,40,6,18.2,23,27,2,0,4,1
469,77,39,2,177,78,12,10,8,0,0,1,1,0,120,7,0,23,27,8,4,6,4
470,78,39,2,127,3,18,26,14,0,0,11,1,0,69.23,1,4.2,27,23,6,12,9,17
471,78,39,2,128,3,3,7,3,0,0,4,0,0,42.86,2,5.3,27,23,2,1,6,1
472,78,39,2,60,3,137,78,38,3,0,20,15,5,175.64,3,0,27,23,65,69,39,42
473,79,40,2,2,71,176,111,57,2,0,27,21,5,158.56,1,18.3,28,24,77,98,50,62
474,79,40,2,2,6,22,9,2,0,0,2,5,0,244.44,2,0,28,24,16,6,5,4
475,80,40,2,184,185,15,12,5,0,0,5,1,1,125,1,1.6,24,28,13,2,8,4
476,80,40,2,187,185,11,11,3,0,0,6,2,0,100,2,3.5,24,28,2,9,5,6
477,80,40,2,187,7,58,50,31,0,0,13,5,1,116,3,12.1,24,28,29,28,25,25
478,80,40,2,187,61,52,30,13,1,0,8,6,2,173.33,4,17.1,24,28,33,18,16,14
479,80,40,2,187,193,20,17,6,1,0,7,3,0,117.65,5,0,24,28,7,13,8,9
480,81,41,2,127,3,25,29,11,0,0,15,2,1,86.21,1,4.5,25,23,12,13,14,15
481,81,41,2,127,128,2,5,2,0,0,3,0,0,40,2,5.4,25,23,1,1,2,3
482,81,41,2,127,60,109,79,45,2,0,19,10,3,137.97,3,18.5,25,23,40,67,36,43
483,81,41,2,127,94,19,7,1,0,0,2,3,1,271.43,4,0,25,23,15,4,5,2
484,82,41,2,147,157,25,15,5,0,0,6,2,2,166.67,1,2.3,23,25,13,12,9,6
485,82,41,2,147,148,112,77,37,0,0,25,11,5,145.45,2,15.2,23,25,36,75,33,45
486,82,41,2,147,31,6,6,2,0,0,3,1,0,100,3,16.2,23,25,0,6,2,4
487,82,41,2,150,31,15,10,3,0,0,4,3,0,150,4,0,23,25,9,6,6,4
488,83,42,2,171,172,2,5,2,0,0,3,0,0,40,1,0.5,22,27,1,1,3,2
489,83,42,2,173,172,20,12,2,0,0,6,3,1,166.67,2,2.5,22,27,19,1,8,4
490,83,42,2,174,172,11,7,1,0,0,4,1,1,157.14,3,3.6,22,27,6,5,3,4
491,83,42,2,4,172,24,22,10,0,0,9,2,1,109.09,4,7.4,22,27,4,20,5,17
492,83,42,2,177,172,1,2,1,0,0,1,0,0,50,5,7.6,22,27,1,0,1,1
493,83,42,2,177,81,29,27,11,0,0,12,3,1,107.41,6,12.3,22,27,9,20,7,20
494,83,42,2,177,183,18,22,10,0,0,10,2,0,81.82,7,16.1,22,27,5,13,9,13
495,83,42,2,177,78,10,12,4,0,0,7,0,1,83.33,8,18.1,22,27,7,3,6,6
496,83,42,2,177,181,0,2,0,0,0,2,0,0,0,9,18.3,22,27,0,0,0,2
497,83,42,2,177,179,0,1,0,0,0,1,0,0,0,10,18.4,22,27,0,0,0,1
499,84,42,2,120,73,6,7,2,0,0,4,1,0,85.71,1,1.1,27,22,5,1,5,2
500,84,42,2,120,121,8,7,0,0,0,5,2,0,114.29,2,2.2,27,22,4,4,2,5
501,84,42,2,122,121,73,60,31,0,1,22,6,2,121.67,3,12.2,27,22,35,35,33,29
502,84,42,2,122,8,16,11,3,0,0,6,0,2,145.45,4,14.1,27,22,8,7,4,7
503,84,42,2,9,8,0,4,0,0,0,4,0,0,0,5,14.5,27,22,0,0,4,0
504,84,42,2,50,8,13,12,7,0,0,4,0,1,108.33,6,0,27,22,3,10,4,8
505,85,43,2,84,29,2,8,2,0,0,6,0,0,25,1,1.2,24,21,1,1,5,3
506,85,43,2,84,45,0,3,0,0,0,3,0,0,0,2,1.5,24,21,0,0,0,3
507,85,43,2,84,109,13,7,1,0,0,4,0,2,185.71,3,2.6,24,21,13,0,5,2
508,85,43,2,84,5,7,5,1,0,0,3,0,1,140,4,3.5,24,21,1,6,1,4
509,85,43,2,84,110,122,80,37,3,0,23,13,4,152.5,5,17.1,24,21,71,48,48,32
510,85,43,2,84,112,33,17,4,0,1,6,5,1,194.12,6,0,24,21,20,13,7,10
511,86,43,2,2,71,15,10,1,1,0,5,3,0,150,1,1.4,21,24,15,0,9,1
512,86,43,2,137,71,49,47,25,2,0,15,5,0,104.26,2,9.3,21,24,20,29,26,21
513,86,43,2,137,138,31,20,10,0,0,6,5,0,155,3,12.5,21,24,12,18,10,11
514,86,43,2,6,138,11,8,5,0,0,2,0,1,137.5,4,14.1,21,24,3,8,4,4
515,86,43,2,6,139,1,5,1,0,0,4,0,0,20,5,14.6,21,24,0,1,1,4
516,86,43,2,140,139,12,6,2,0,0,2,1,1,200,6,15.6,21,24,1,11,2,4
517,86,43,2,140,141,27,19,7,1,0,7,3,1,142.11,7,19.1,21,24,13,14,8,11
518,86,43,2,146,141,3,5,3,0,0,2,0,0,60,8,0,21,24,2,1,3,2
519,87,44,2,147,157,33,33,14,0,0,15,3,1,100,1,5.3,27,25,14,18,15,18
520,87,44,2,147,148,20,9,2,0,0,3,3,1,222.22,2,6.6,27,25,0,20,1,8
521,87,44,2,150,148,17,8,3,0,0,2,2,1,212.5,3,8.2,27,25,6,11,3,5
522,87,44,2,150,158,8,10,4,0,0,5,1,0,80,4,9.6,27,25,1,7,2,8
523,87,44,2,155,158,83,50,31,0,0,9,8,3,166,5,18.2,27,25,44,37,22,29
524,87,44,2,151,158,7,10,3,0,0,6,1,0,70,6,0,27,25,5,2,6,4
525,88,44,2,171,172,6,4,2,0,0,1,1,0,150,1,0.4,25,27,5,1,3,1
526,88,44,2,173,172,2,4,2,0,0,2,0,0,50,2,1.2,25,27,1,1,1,3
527,88,44,2,173,174,27,29,15,0,0,11,3,0,93.1,3,6.1,25,27,10,17,11,18
528,88,44,2,173,4,46,30,16,0,0,9,4,2,153.33,4,11.1,25,27,20,24,15,16
529,88,44,2,175,4,18,17,8,1,0,6,2,0,105.88,5,13.6,25,27,11,7,12,5
530,88,44,2,177,4,9,4,2,0,0,2,1,0,225,6,14.4,25,27,1,5,3,2
531,88,44,2,178,4,9,6,1,0,0,3,2,0,150,7,15.4,25,27,8,1,4,2
532,88,44,2,52,4,14,11,6,0,0,3,2,0,127.27,8,17.3,25,27,7,7,4,7
533,88,44,2,52,179,17,15,9,0,0,4,2,0,113.33,9,0,25,27,5,12,5,10
534,89,45,2,43,119,0,3,0,0,0,3,0,0,0,1,0.3,26,21,0,0,3,0
535,89,45,2,45,119,81,52,21,1,0,19,4,7,155.77,2,9.1,26,21,54,27,38,14
536,89,45,2,109,119,120,65,28,2,0,18,15,4,184.62,3,0,26,21,30,86,21,46
537,90,45,2,1,56,9,11,3,0,0,7,0,1,81.82,1,1.5,21,26,8,1,10,1
538,90,45,2,159,56,18,16,8,0,0,6,1,1,112.5,2,4.3,21,26,9,9,8,8
539,90,45,2,159,59,36,28,14,0,0,9,4,1,128.57,3,9.1,21,26,15,21,12,16
540,90,45,2,170,59,24,22,12,0,0,7,3,0,109.09,4,12.5,21,26,10,14,11,11
541,90,45,2,170,161,58,33,12,1,0,11,5,4,175.76,5,18.2,21,26,10,48,12,21
542,90,45,2,162,161,31,10,1,0,0,2,6,1,310,6,0,21,26,26,5,7,3
543,91,46,2,120,73,21,22,8,0,0,11,3,0,95.45,1,3.4,25,22,12,8,11,11
544,91,46,2,120,121,28,18,7,0,0,7,2,2,155.56,2,6.4,25,22,13,14,7,11
545,91,46,2,120,122,38,30,16,0,0,9,4,1,126.67,3,11.4,25,22,17,21,16,14
546,91,46,2,8,122,4,3,0,0,0,2,1,0,133.33,4,12.1,25,22,4,0,2,1
547,91,46,2,8,9,26,18,11,0,0,4,2,1,144.44,5,15.1,25,22,9,16,8,10
548,91,46,2,8,123,1,3,1,0,0,2,0,0,33.33,6,15.4,25,22,0,1,2,1
549,91,46,2,126,123,43,25,8,1,0,9,5,2,172,7,19.5,25,22,21,21,14,11
550,91,46,2,124,123,0,1,0,0,0,1,0,0,0,8,0,25,22,0,0,1,0
551,92,46,2,88,147,76,55,25,0,0,19,8,3,138.18,1,9.1,22,25,31,44,27,28
552,92,46,2,148,147,63,42,21,2,0,10,8,1,150,2,16.1,22,25,28,35,24,18
553,92,46,2,31,147,26,12,2,0,0,4,6,0,216.67,3,0,22,25,16,10,8,4
554,93,47,2,84,29,6,2,0,0,0,1,0,1,300,1,0.2,24,21,6,0,2,0
555,93,47,2,45,29,45,50,18,2,0,25,4,1,90,2,8.4,24,21,34,10,31,19
556,93,47,2,109,29,40,39,24,0,0,13,2,1,102.56,3,15.1,24,21,27,11,24,16
557,93,47,2,109,5,20,16,5,0,1,7,3,0,125,4,17.5,24,21,12,8,9,7
558,93,47,2,109,112,27,13,5,1,0,3,2,2,207.69,5,0,24,21,24,3,8,5
